state,year,month,month_num,date,pms_price
Adamawa,2022,Jul,7,2022-07-01,207.57
Adamawa,2022,Aug,8,2022-08-01,179.0
Adamawa,2022,Sep,9,2022-09-01,189.17
Adamawa,2022,Oct,10,2022-10-01,200.33
Adamawa,2022,Nov,11,2022-11-01,205.4
Adamawa,2022,Dec,12,2022-12-01,164.44
Adamawa,2023,Jan,1,2023-01-01,260.5
Adamawa,2023,Feb,2,2023-02-01,202.5
Adamawa,2023,Mar,3,2023-03-01,305.33
Adamawa,2023,Apr,4,2023-04-01,291.25
Adamawa,2023,May,5,2023-05-01,238.89
Adamawa,2023,Jun,6,2023-06-01,551.25
Adamawa,2023,Jul,7,2023-07-01,630.0
Adamawa,2023,Aug,8,2023-08-01,594.81
Adamawa,2023,Sep,9,2023-09-01,621.43
Adamawa,2023,Oct,10,2023-10-01,615.71
Adamawa,2023,Nov,11,2023-11-01,638.38
Adamawa,2023,Dec,12,2023-12-01,745.71
Adamawa,2024,Jan,1,2024-01-01,671.4
Adamawa,2024,Feb,2,2024-02-01,680.42
Adamawa,2024,Mar,3,2024-03-01,735.0
Adamawa,2024,Apr,4,2024-04-01,741.67
Adamawa,2024,May,5,2024-05-01,798.6
Adamawa,2024,Jun,6,2024-06-01,741.67
Adamawa,2024,Jul,7,2024-07-01,809.73
Adamawa,2024,Aug,8,2024-08-01,879.56
Adamawa,2024,Sep,9,2024-09-01,1082.5
Adamawa,2024,Oct,10,2024-10-01,1210.92
Akwa Ibom,2016,Jan,1,2016-01-01,120.0
Akwa Ibom,2017,Mar,3,2017-03-01,149.3
Akwa Ibom,2017,Apr,4,2017-04-01,148.0
Akwa Ibom,2017,May,5,2017-05-01,149.4
Akwa Ibom,2017,Jun,6,2017-06-01,149.6
Akwa Ibom,2017,Jul,7,2017-07-01,145.0
Akwa Ibom,2017,Aug,8,2017-08-01,144.6
Akwa Ibom,2017,Sep,9,2017-09-01,143.3
Akwa Ibom,2017,Oct,10,2017-10-01,146.0
Akwa Ibom,2017,Nov,11,2017-11-01,150.33
Akwa Ibom,2017,Dec,12,2017-12-01,166.5
Akwa Ibom,2018,Jan,1,2018-01-01,201.25
Akwa Ibom,2018,Feb,2,2018-02-01,183.89
Akwa Ibom,2018,Mar,3,2018-03-01,164.0
Akwa Ibom,2018,Apr,4,2018-04-01,154.0
Akwa Ibom,2018,May,5,2018-05-01,159.44
Akwa Ibom,2018,Jun,6,2018-06-01,145.0
Akwa Ibom,2018,Jul,7,2018-07-01,145.58
Akwa Ibom,2018,Aug,8,2018-08-01,145.42
Akwa Ibom,2018,Sep,9,2018-09-01,145.5
Akwa Ibom,2018,Oct,10,2018-10-01,145.0
Akwa Ibom,2018,Nov,11,2018-11-01,144.55
Akwa Ibom,2018,Dec,12,2018-12-01,145.0
Akwa Ibom,2019,Jan,1,2019-01-01,145.0
Akwa Ibom,2019,Feb,2,2019-02-01,144.78
Akwa Ibom,2019,Mar,3,2019-03-01,145.0
Akwa Ibom,2019,Apr,4,2019-04-01,145.91
Akwa Ibom,2019,May,5,2019-05-01,145.5
Akwa Ibom,2021,Sep,9,2021-09-01,165.08
Akwa Ibom,2021,Oct,10,2021-10-01,164.75
Akwa Ibom,2021,Dec,12,2021-12-01,164.88
Akwa Ibom,2022,Jan,1,2022-01-01,168.36
Akwa Ibom,2022,Feb,2,2022-02-01,168.36
Akwa Ibom,2022,Mar,3,2022-03-01,197.31
Akwa Ibom,2022,Apr,4,2022-04-01,194.53
Akwa Ibom,2022,May,5,2022-05-01,180.75
Akwa Ibom,2022,Jun,6,2022-06-01,176.0
Akwa Ibom,2022,Jul,7,2022-07-01,186.25
Akwa Ibom,2022,Aug,8,2022-08-01,185.0
Akwa Ibom,2022,Sep,9,2022-09-01,187.78
Akwa Ibom,2022,Oct,10,2022-10-01,188.45
Akwa Ibom,2022,Nov,11,2022-11-01,189.33
Akwa Ibom,2022,Dec,12,2022-12-01,167.8
Akwa Ibom,2023,Jan,1,2023-01-01,319.0
Akwa Ibom,2023,Feb,2,2023-02-01,236.54
Akwa Ibom,2023,Mar,3,2023-03-01,305.56
Akwa Ibom,2023,Apr,4,2023-04-01,295.88
Akwa Ibom,2023,May,5,2023-05-01,239.0
Akwa Ibom,2023,Jun,6,2023-06-01,541.0
Akwa Ibom,2023,Jul,7,2023-07-01,558.75
Akwa Ibom,2023,Aug,8,2023-08-01,642.5
Akwa Ibom,2023,Sep,9,2023-09-01,636.67
Akwa Ibom,2023,Oct,10,2023-10-01,633.33
Akwa Ibom,2023,Nov,11,2023-11-01,675.0
Akwa Ibom,2023,Dec,12,2023-12-01,671.67
Akwa Ibom,2024,Jan,1,2024-01-01,677.0
Akwa Ibom,2024,Feb,2,2024-02-01,678.0
Akwa Ibom,2024,Mar,3,2024-03-01,704.44
Akwa Ibom,2024,Apr,4,2024-04-01,692.5
Akwa Ibom,2024,May,5,2024-05-01,790.0
Akwa Ibom,2024,Jun,6,2024-06-01,807.78
Akwa Ibom,2024,Jul,7,2024-07-01,673.75
Akwa Ibom,2024,Aug,8,2024-08-01,681.43
Akwa Ibom,2024,Sep,9,2024-09-01,1085.71
Akwa Ibom,2024,Oct,10,2024-10-01,1258.33
Anambra,2016,Jan,1,2016-01-01,119.8
Anambra,2017,Mar,3,2017-03-01,148.0
Anambra,2017,Apr,4,2017-04-01,148.0
Anambra,2017,May,5,2017-05-01,147.9
Anambra,2017,Jun,6,2017-06-01,148.3
Anambra,2017,Jul,7,2017-07-01,147.1
Anambra,2017,Aug,8,2017-08-01,144.6
Anambra,2017,Sep,9,2017-09-01,144.1
Anambra,2017,Oct,10,2017-10-01,145.71
Anambra,2017,Nov,11,2017-11-01,145.86
Anambra,2017,Dec,12,2017-12-01,210.0
Anambra,2018,Jan,1,2018-01-01,211.67
Anambra,2018,Feb,2,2018-02-01,183.67
Anambra,2018,Mar,3,2018-03-01,166.88
Anambra,2018,Apr,4,2018-04-01,151.33
Anambra,2018,May,5,2018-05-01,150.87
Anambra,2018,Jun,6,2018-06-01,151.43
Anambra,2018,Jul,7,2018-07-01,145.85
Anambra,2018,Aug,8,2018-08-01,145.14
Anambra,2018,Sep,9,2018-09-01,144.88
Anambra,2018,Oct,10,2018-10-01,145.0
Anambra,2018,Nov,11,2018-11-01,145.0
Anambra,2018,Dec,12,2018-12-01,145.42
Anambra,2019,Jan,1,2019-01-01,144.9
Anambra,2019,Feb,2,2019-02-01,144.87
Anambra,2019,Mar,3,2019-03-01,144.57
Anambra,2019,Apr,4,2019-04-01,146.9
Anambra,2019,May,5,2019-05-01,145.62
Anambra,2021,Sep,9,2021-09-01,162.69
Anambra,2021,Oct,10,2021-10-01,165.0
Anambra,2021,Dec,12,2021-12-01,167.38
Anambra,2022,Jan,1,2022-01-01,169.33
Anambra,2022,Feb,2,2022-02-01,184.09
Anambra,2022,Mar,3,2022-03-01,204.67
Anambra,2022,Apr,4,2022-04-01,170.33
Anambra,2022,May,5,2022-05-01,181.33
Anambra,2022,Jun,6,2022-06-01,177.14
Anambra,2022,Jul,7,2022-07-01,185.67
Anambra,2022,Aug,8,2022-08-01,194.52
Anambra,2022,Sep,9,2022-09-01,191.67
Anambra,2022,Oct,10,2022-10-01,192.6
Anambra,2022,Nov,11,2022-11-01,206.11
Anambra,2022,Dec,12,2022-12-01,166.36
Anambra,2023,Jan,1,2023-01-01,306.94
Anambra,2023,Feb,2,2023-02-01,229.38
Anambra,2023,Mar,3,2023-03-01,286.11
Anambra,2023,Apr,4,2023-04-01,271.82
Anambra,2023,May,5,2023-05-01,224.29
Anambra,2023,Jun,6,2023-06-01,534.44
Anambra,2023,Jul,7,2023-07-01,613.08
Anambra,2023,Aug,8,2023-08-01,620.47
Anambra,2023,Sep,9,2023-09-01,619.23
Anambra,2023,Oct,10,2023-10-01,623.67
Anambra,2023,Nov,11,2023-11-01,659.17
Anambra,2023,Dec,12,2023-12-01,680.0
Anambra,2024,Jan,1,2024-01-01,680.0
Anambra,2024,Feb,2,2024-02-01,685.17
Anambra,2024,Mar,3,2024-03-01,701.25
Anambra,2024,Apr,4,2024-04-01,707.86
Anambra,2024,May,5,2024-05-01,766.94
Anambra,2024,Jun,6,2024-06-01,779.42
Anambra,2024,Jul,7,2024-07-01,781.99
Anambra,2024,Aug,8,2024-08-01,883.73
Anambra,2024,Sep,9,2024-09-01,1084.16
Anambra,2024,Oct,10,2024-10-01,1283.12
Bauchi,2016,Jan,1,2016-01-01,117.3
Bauchi,2017,Mar,3,2017-03-01,147.8
Bauchi,2017,Apr,4,2017-04-01,151.0
Bauchi,2017,May,5,2017-05-01,147.5
Bauchi,2017,Jun,6,2017-06-01,152.5
Bauchi,2017,Jul,7,2017-07-01,145.4
Bauchi,2017,Aug,8,2017-08-01,145.0
Bauchi,2017,Sep,9,2017-09-01,144.6
Bauchi,2017,Oct,10,2017-10-01,147.38
Bauchi,2017,Nov,11,2017-11-01,144.9
Bauchi,2017,Dec,12,2017-12-01,159.75
Bauchi,2018,Jan,1,2018-01-01,186.88
Bauchi,2018,Feb,2,2018-02-01,151.0
Bauchi,2018,Mar,3,2018-03-01,145.57
Bauchi,2018,Apr,4,2018-04-01,144.17
Bauchi,2018,May,5,2018-05-01,144.93
Bauchi,2018,Jun,6,2018-06-01,147.9
Bauchi,2018,Jul,7,2018-07-01,145.4
Bauchi,2018,Aug,8,2018-08-01,143.89
Bauchi,2018,Sep,9,2018-09-01,144.0
Bauchi,2018,Oct,10,2018-10-01,144.57
Bauchi,2018,Nov,11,2018-11-01,144.46
Bauchi,2018,Dec,12,2018-12-01,144.2
Bauchi,2019,Jan,1,2019-01-01,145.25
Bauchi,2019,Feb,2,2019-02-01,144.5
Bauchi,2019,Mar,3,2019-03-01,143.89
Bauchi,2019,Apr,4,2019-04-01,145.67
Bauchi,2019,May,5,2019-05-01,144.5
Bauchi,2021,Sep,9,2021-09-01,162.91
Bauchi,2021,Oct,10,2021-10-01,164.14
Bauchi,2021,Dec,12,2021-12-01,166.16
Bauchi,2022,Jan,1,2022-01-01,166.0
Bauchi,2022,Feb,2,2022-02-01,170.71
Bauchi,2022,Mar,3,2022-03-01,182.12
Bauchi,2022,Apr,4,2022-04-01,166.27
Bauchi,2022,May,5,2022-05-01,165.71
Bauchi,2022,Jun,6,2022-06-01,180.33
Bauchi,2022,Jul,7,2022-07-01,200.89
Bauchi,2022,Aug,8,2022-08-01,178.5
Bauchi,2022,Sep,9,2022-09-01,185.89
Bauchi,2022,Oct,10,2022-10-01,193.89
Bauchi,2022,Nov,11,2022-11-01,195.14
Bauchi,2022,Dec,12,2022-12-01,166.67
Bauchi,2023,Jan,1,2023-01-01,245.4
Bauchi,2023,Feb,2,2023-02-01,217.5
Bauchi,2023,Mar,3,2023-03-01,273.0
Bauchi,2023,Apr,4,2023-04-01,256.25
Bauchi,2023,May,5,2023-05-01,205.56
Bauchi,2023,Jun,6,2023-06-01,547.78
Bauchi,2023,Jul,7,2023-07-01,617.0
Bauchi,2023,Aug,8,2023-08-01,627.11
Bauchi,2023,Sep,9,2023-09-01,626.38
Bauchi,2023,Oct,10,2023-10-01,650.0
Bauchi,2023,Nov,11,2023-11-01,650.0
Bauchi,2023,Dec,12,2023-12-01,675.29
Bauchi,2024,Jan,1,2024-01-01,650.0
Bauchi,2024,Feb,2,2024-02-01,688.57
Bauchi,2024,Mar,3,2024-03-01,707.14
Bauchi,2024,Apr,4,2024-04-01,718.75
Bauchi,2024,May,5,2024-05-01,693.81
Bauchi,2024,Jun,6,2024-06-01,718.75
Bauchi,2024,Jul,7,2024-07-01,816.25
Bauchi,2024,Aug,8,2024-08-01,935.71
Bauchi,2024,Sep,9,2024-09-01,1043.91
Bauchi,2024,Oct,10,2024-10-01,1194.29
Bayelsa,2016,Jan,1,2016-01-01,96.1
Bayelsa,2017,Mar,3,2017-03-01,161.3
Bayelsa,2017,Apr,4,2017-04-01,159.0
Bayelsa,2017,May,5,2017-05-01,153.5
Bayelsa,2017,Jun,6,2017-06-01,160.4
Bayelsa,2017,Jul,7,2017-07-01,145.0
Bayelsa,2017,Aug,8,2017-08-01,144.8
Bayelsa,2017,Sep,9,2017-09-01,147.1
Bayelsa,2017,Oct,10,2017-10-01,147.08
Bayelsa,2017,Nov,11,2017-11-01,150.5
Bayelsa,2017,Dec,12,2017-12-01,172.69
Bayelsa,2018,Jan,1,2018-01-01,187.14
Bayelsa,2018,Feb,2,2018-02-01,206.82
Bayelsa,2018,Mar,3,2018-03-01,178.0
Bayelsa,2018,Apr,4,2018-04-01,158.0
Bayelsa,2018,May,5,2018-05-01,154.62
Bayelsa,2018,Jun,6,2018-06-01,152.92
Bayelsa,2018,Jul,7,2018-07-01,151.67
Bayelsa,2018,Aug,8,2018-08-01,151.0
Bayelsa,2018,Sep,9,2018-09-01,150.0
Bayelsa,2018,Oct,10,2018-10-01,148.0
Bayelsa,2018,Nov,11,2018-11-01,147.08
Bayelsa,2018,Dec,12,2018-12-01,150.0
Bayelsa,2019,Jan,1,2019-01-01,145.78
Bayelsa,2019,Feb,2,2019-02-01,145.25
Bayelsa,2019,Mar,3,2019-03-01,145.25
Bayelsa,2019,Apr,4,2019-04-01,148.64
Bayelsa,2019,May,5,2019-05-01,146.0
Bayelsa,2021,Sep,9,2021-09-01,162.67
Bayelsa,2021,Oct,10,2021-10-01,164.67
Bayelsa,2021,Dec,12,2021-12-01,165.47
Bayelsa,2022,Jan,1,2022-01-01,165.6
Bayelsa,2022,Feb,2,2022-02-01,167.73
Bayelsa,2022,Mar,3,2022-03-01,203.53
Bayelsa,2022,Apr,4,2022-04-01,168.5
Bayelsa,2022,May,5,2022-05-01,167.08
Bayelsa,2022,Jun,6,2022-06-01,168.29
Bayelsa,2022,Jul,7,2022-07-01,180.0
Bayelsa,2022,Aug,8,2022-08-01,178.89
Bayelsa,2022,Sep,9,2022-09-01,204.27
Bayelsa,2022,Oct,10,2022-10-01,205.0
Bayelsa,2022,Nov,11,2022-11-01,200.0
Bayelsa,2022,Dec,12,2022-12-01,165.47
Bayelsa,2023,Jan,1,2023-01-01,305.0
Bayelsa,2023,Feb,2,2023-02-01,213.0
Bayelsa,2023,Mar,3,2023-03-01,296.5
Bayelsa,2023,Apr,4,2023-04-01,282.5
Bayelsa,2023,May,5,2023-05-01,250.0
Bayelsa,2023,Jun,6,2023-06-01,540.5
Bayelsa,2023,Jul,7,2023-07-01,548.0
Bayelsa,2023,Aug,8,2023-08-01,620.56
Bayelsa,2023,Sep,9,2023-09-01,624.0
Bayelsa,2023,Oct,10,2023-10-01,626.11
Bayelsa,2023,Nov,11,2023-11-01,656.67
Bayelsa,2023,Dec,12,2023-12-01,667.11
Bayelsa,2024,Jan,1,2024-01-01,673.0
Bayelsa,2024,Feb,2,2024-02-01,680.0
Bayelsa,2024,Mar,3,2024-03-01,702.0
Bayelsa,2024,Apr,4,2024-04-01,689.0
Bayelsa,2024,May,5,2024-05-01,791.0
Bayelsa,2024,Jun,6,2024-06-01,797.27
Bayelsa,2024,Jul,7,2024-07-01,684.0
Bayelsa,2024,Aug,8,2024-08-01,680.0
Bayelsa,2024,Sep,9,2024-09-01,1002.73
Bayelsa,2024,Oct,10,2024-10-01,1250.0
Benue,2016,Jan,1,2016-01-01,121.7
Benue,2017,Mar,3,2017-03-01,152.5
Benue,2017,Apr,4,2017-04-01,155.0
Benue,2017,May,5,2017-05-01,158.2
Benue,2017,Jun,6,2017-06-01,151.3
Benue,2017,Jul,7,2017-07-01,159.1
Benue,2017,Aug,8,2017-08-01,143.5
Benue,2017,Sep,9,2017-09-01,143.6
Benue,2017,Oct,10,2017-10-01,150.83
Benue,2017,Nov,11,2017-11-01,145.5
Benue,2017,Dec,12,2017-12-01,172.67
Benue,2018,Jan,1,2018-01-01,223.33
Benue,2018,Feb,2,2018-02-01,155.0
Benue,2018,Mar,3,2018-03-01,153.53
Benue,2018,Apr,4,2018-04-01,156.25
Benue,2018,May,5,2018-05-01,160.31
Benue,2018,Jun,6,2018-06-01,146.43
Benue,2018,Jul,7,2018-07-01,146.3
Benue,2018,Aug,8,2018-08-01,145.5
Benue,2018,Sep,9,2018-09-01,150.4
Benue,2018,Oct,10,2018-10-01,153.33
Benue,2018,Nov,11,2018-11-01,150.43
Benue,2018,Dec,12,2018-12-01,146.6
Benue,2019,Jan,1,2019-01-01,150.09
Benue,2019,Feb,2,2019-02-01,146.09
Benue,2019,Mar,3,2019-03-01,144.75
Benue,2019,Apr,4,2019-04-01,145.83
Benue,2019,May,5,2019-05-01,143.6
Benue,2021,Sep,9,2021-09-01,166.21
Benue,2021,Oct,10,2021-10-01,169.0
Benue,2021,Dec,12,2021-12-01,164.87
Benue,2022,Jan,1,2022-01-01,166.43
Benue,2022,Feb,2,2022-02-01,165.36
Benue,2022,Mar,3,2022-03-01,165.5
Benue,2022,Apr,4,2022-04-01,168.33
Benue,2022,May,5,2022-05-01,165.5
Benue,2022,Jun,6,2022-06-01,165.0
Benue,2022,Jul,7,2022-07-01,185.15
Benue,2022,Aug,8,2022-08-01,202.5
Benue,2022,Sep,9,2022-09-01,200.0
Benue,2022,Oct,10,2022-10-01,200.13
Benue,2022,Nov,11,2022-11-01,210.44
Benue,2022,Dec,12,2022-12-01,165.2
Benue,2023,Jan,1,2023-01-01,202.5
Benue,2023,Feb,2,2023-02-01,192.14
Benue,2023,Mar,3,2023-03-01,195.0
Benue,2023,Apr,4,2023-04-01,198.12
Benue,2023,May,5,2023-05-01,208.12
Benue,2023,Jun,6,2023-06-01,540.0
Benue,2023,Jul,7,2023-07-01,537.0
Benue,2023,Aug,8,2023-08-01,649.14
Benue,2023,Sep,9,2023-09-01,641.29
Benue,2023,Oct,10,2023-10-01,642.0
Benue,2023,Nov,11,2023-11-01,668.75
Benue,2023,Dec,12,2023-12-01,658.89
Benue,2024,Jan,1,2024-01-01,632.84
Benue,2024,Feb,2,2024-02-01,652.73
Benue,2024,Mar,3,2024-03-01,700.7
Benue,2024,Apr,4,2024-04-01,713.64
Benue,2024,May,5,2024-05-01,882.22
Benue,2024,Jun,6,2024-06-01,854.55
Benue,2024,Jul,7,2024-07-01,846.95
Benue,2024,Aug,8,2024-08-01,941.24
Benue,2024,Sep,9,2024-09-01,1032.88
Benue,2024,Oct,10,2024-10-01,1127.37
Borno,2016,Jan,1,2016-01-01,96.4
Borno,2017,Mar,3,2017-03-01,151.0
Borno,2017,Apr,4,2017-04-01,160.5
Borno,2017,May,5,2017-05-01,160.0
Borno,2017,Jun,6,2017-06-01,152.9
Borno,2017,Jul,7,2017-07-01,160.5
Borno,2017,Aug,8,2017-08-01,144.5
Borno,2017,Sep,9,2017-09-01,144.4
Borno,2017,Oct,10,2017-10-01,145.23
Borno,2017,Nov,11,2017-11-01,147.0
Borno,2017,Dec,12,2017-12-01,159.44
Borno,2018,Jan,1,2018-01-01,185.48
Borno,2018,Feb,2,2018-02-01,200.29
Borno,2018,Mar,3,2018-03-01,169.55
Borno,2018,Apr,4,2018-04-01,160.0
Borno,2018,May,5,2018-05-01,166.08
Borno,2018,Jun,6,2018-06-01,162.17
Borno,2018,Jul,7,2018-07-01,155.0
Borno,2018,Aug,8,2018-08-01,157.0
Borno,2018,Sep,9,2018-09-01,147.0
Borno,2018,Oct,10,2018-10-01,152.17
Borno,2018,Nov,11,2018-11-01,152.92
Borno,2018,Dec,12,2018-12-01,149.5
Borno,2019,Jan,1,2019-01-01,145.63
Borno,2019,Feb,2,2019-02-01,145.89
Borno,2019,Mar,3,2019-03-01,146.27
Borno,2019,Apr,4,2019-04-01,146.82
Borno,2019,May,5,2019-05-01,144.36
Borno,2021,Sep,9,2021-09-01,164.0
Borno,2021,Oct,10,2021-10-01,165.18
Borno,2021,Dec,12,2021-12-01,165.77
Borno,2022,Jan,1,2022-01-01,155.82
Borno,2022,Feb,2,2022-02-01,170.0
Borno,2022,Mar,3,2022-03-01,184.18
Borno,2022,Apr,4,2022-04-01,165.86
Borno,2022,May,5,2022-05-01,167.42
Borno,2022,Jun,6,2022-06-01,190.33
Borno,2022,Jul,7,2022-07-01,185.38
Borno,2022,Aug,8,2022-08-01,179.18
Borno,2022,Sep,9,2022-09-01,184.5
Borno,2022,Oct,10,2022-10-01,192.3
Borno,2022,Nov,11,2022-11-01,193.18
Borno,2022,Dec,12,2022-12-01,165.75
Borno,2023,Jan,1,2023-01-01,193.91
Borno,2023,Feb,2,2023-02-01,232.33
Borno,2023,Mar,3,2023-03-01,324.55
Borno,2023,Apr,4,2023-04-01,289.09
Borno,2023,May,5,2023-05-01,248.18
Borno,2023,Jun,6,2023-06-01,557.14
Borno,2023,Jul,7,2023-07-01,657.27
Borno,2023,Aug,8,2023-08-01,657.27
Borno,2023,Sep,9,2023-09-01,657.37
Borno,2023,Oct,10,2023-10-01,657.27
Borno,2023,Nov,11,2023-11-01,625.75
Borno,2023,Dec,12,2023-12-01,622.71
Borno,2024,Jan,1,2024-01-01,657.27
