date,state,commodity,price
2019-03-15,Kaduna,Yam,737.0
2019-03-15,Kano,Maize (white),89.4
2019-03-15,Kano,Maize (yellow),91.83
2019-03-15,Kano,Rice (local),719.0
2019-03-15,Kano,Yam,392.0
2019-03-15,Katsina,Rice (imported),850.0
2019-03-15,Katsina,Rice (local),650.0
2019-03-15,Kebbi,Maize (yellow),102.03
2019-03-15,Kebbi,Rice (local),565.0
2019-03-15,Lagos,Maize (yellow),151.99
2019-03-15,Lagos,Rice (imported),974.0
2019-03-15,Lagos,Yam,471.0
2019-03-15,Oyo,Maize (yellow),102.72
2019-03-15,Oyo,Rice (imported),807.0
2019-03-15,Oyo,Rice (local),687.0
2019-03-15,Yobe,Beans (white),593.125
2019-03-15,Yobe,Maize (white),81.41
2019-03-15,Yobe,Maize (yellow),93.65
2019-03-15,Yobe,Rice (imported),946.1666666666666
2019-03-15,Yobe,Rice (local),651.5555555555555
2019-03-15,Yobe,Tomatoes,52.5
2019-03-15,Yobe,Yam,329.375
2019-03-15,Zamfara,Maize (white),101.07
2019-03-15,Zamfara,Maize (yellow),99.12
2019-03-15,Zamfara,Rice (imported),787.0
2019-03-15,Zamfara,Rice (local),646.0
2019-03-15,Zamfara,Yam,237.0
2019-04-15,Adamawa,Maize (white),68.44
2019-04-15,Adamawa,Rice (local),526.0
2019-04-15,Adamawa,Yam,1184.0
2019-04-15,Borno,Beans (white),673.0
2019-04-15,Borno,Maize (yellow),96.285
2019-04-15,Borno,Rice (imported),1200.0
2019-04-15,Borno,Rice (local),734.4444444444445
2019-04-15,Borno,Tomatoes,83.33333333333333
2019-04-15,Borno,Yam,678.0
2019-04-15,Gombe,Maize (white),96.0
2019-04-15,Gombe,Maize (yellow),96.0
2019-04-15,Gombe,Rice (imported),1000.0
2019-04-15,Gombe,Yam,784.0
2019-04-15,Jigawa,Maize (white),84.92
2019-04-15,Jigawa,Yam,315.0
2019-04-15,Kaduna,Maize (white),98.13
2019-04-15,Kaduna,Maize (yellow),82.52
2019-04-15,Kaduna,Rice (local),582.0
2019-04-15,Kaduna,Yam,786.0
2019-04-15,Kano,Maize (yellow),90.84
2019-04-15,Kano,Rice (imported),935.0
2019-04-15,Kano,Rice (local),658.0
2019-04-15,Katsina,Rice (imported),849.0
2019-04-15,Katsina,Rice (local),560.0
2019-04-15,Katsina,Yam,586.0
2019-04-15,Kebbi,Maize (yellow),101.67
2019-04-15,Kebbi,Rice (imported),703.0
2019-04-15,Kebbi,Yam,365.0
2019-04-15,Lagos,Maize (white),117.64
2019-04-15,Lagos,Maize (yellow),146.63
2019-04-15,Lagos,Rice (imported),985.0
2019-04-15,Lagos,Yam,484.0
2019-04-15,Oyo,Maize (white),100.19
2019-04-15,Oyo,Maize (yellow),108.76
2019-04-15,Oyo,Rice (imported),818.0
2019-04-15,Oyo,Rice (local),694.0
2019-04-15,Yobe,Beans (white),564.3333333333334
2019-04-15,Yobe,Maize (white),79.11
2019-04-15,Yobe,Maize (yellow),73.775
2019-04-15,Yobe,Rice (imported),881.7777777777778
2019-04-15,Yobe,Rice (local),664.5
2019-04-15,Yobe,Tomatoes,46.666666666666664
2019-04-15,Yobe,Yam,316.8
2019-04-15,Zamfara,Maize (white),96.68
2019-04-15,Zamfara,Rice (imported),793.0
2019-04-15,Zamfara,Yam,259.0
2019-05-15,Borno,Beans (white),632.25
2019-05-15,Borno,Rice (imported),1162.0
2019-05-15,Borno,Rice (local),729.8571428571429
2019-05-15,Borno,Tomatoes,91.66666666666667
2019-05-15,Borno,Yam,790.5
2019-05-15,Gombe,Maize (white),89.6
2019-05-15,Gombe,Rice (imported),1000.0
2019-05-15,Gombe,Rice (local),702.0
2019-05-15,Jigawa,Maize (white),83.02
2019-05-15,Jigawa,Maize (yellow),88.46
2019-05-15,Jigawa,Rice (local),692.0
2019-05-15,Jigawa,Yam,288.0
2019-05-15,Kaduna,Rice (imported),812.0
2019-05-15,Kaduna,Rice (local),559.0
2019-05-15,Kaduna,Yam,670.0
2019-05-15,Katsina,Maize (yellow),84.02
2019-05-15,Katsina,Rice (imported),865.0
2019-05-15,Katsina,Rice (local),619.0
2019-05-15,Kebbi,Maize (white),100.59
2019-05-15,Kebbi,Maize (yellow),100.3
2019-05-15,Kebbi,Rice (imported),705.0
2019-05-15,Kebbi,Rice (local),576.0
2019-05-15,Kebbi,Yam,426.0
2019-05-15,Oyo,Maize (yellow),108.76
2019-05-15,Oyo,Rice (imported),869.0
2019-05-15,Oyo,Rice (local),686.0
2019-05-15,Yobe,Beans (white),492.0
2019-05-15,Yobe,Maize (yellow),87.32
2019-05-15,Yobe,Rice (imported),922.0
