date,state,commodity,price_ngn,rainfall_mm,pms_price_ngn,conflict_events,conflict_score_weighted,conflict_fatalities,inflation_rate_pct,exchange_rate_ngn_usd,mpr_pct,import_volume_tonnes,price_lag1,price_lag2,price_lag3,harvest_season,other_commodity_avg_price
2022-03-01,Abia,Rice (local),1061.74,0.0,210.31,2.0,8.0,3.0,54.00984529978175,415.721739130435,11.5,10.79,952.0,1093.0,1154.0,0,927.07
2022-04-01,Abia,Rice (local),1149.33,0.0,195.27,10.0,29.0,14.0,55.088657493351896,415.526315789474,13.0,2973.0,1061.74,952.0,1093.0,0,1059.3266666666666
2022-06-01,Abia,Rice (local),1102.87,0.0,179.67,5.0,11.0,0.0,57.34963687058611,415.638095238095,13.0,10.79,1149.33,1061.74,952.0,0,608.01
2022-07-01,Abia,Rice (local),1156.52,0.0,185.73,10.0,28.0,7.0,58.52132236966296,417.260526315789,15.5,10.79,1102.87,1149.33,1061.74,0,730.12
2022-08-01,Abia,Rice (local),1161.54,0.0,185.0,8.0,29.0,45.0,59.67781591027701,426.060869565217,15.5,10.79,1156.52,1102.87,1149.33,0,688.5366666666665
2022-10-01,Abia,Rice (local),1331.03,0.0,186.56,13.0,30.0,2.0,61.27575164893462,440.846842105263,16.5,10.79,1161.54,1156.52,1102.87,1,1087.355
2022-11-01,Abia,Rice (local),1890.37,0.0,195.22,6.0,19.0,3.0,62.13274253470877,445.581363636364,16.5,10.79,1331.03,1161.54,1156.52,1,1016.63
2017-01-01,Abia,Yam,504.0,0.0,153.3,0.0,0.0,0.0,23.74641819519612,305.202380952381,14.0,1.0,,,,0,801.03
2017-02-01,Abia,Yam,509.0,0.0,153.3,1.0,1.0,0.0,24.21874753225409,305.3125,14.0,1.0,504.0,,,0,350.52
2017-04-01,Abia,Yam,548.0,0.0,149.0,2.0,2.0,0.0,25.258312437777843,306.052777777778,14.0,1.0,509.0,504.0,,0,548.0
2017-05-01,Abia,Yam,608.0,0.0,151.9,1.0,1.0,0.0,25.89868834704662,305.538095238095,14.0,1.0,548.0,509.0,504.0,0,608.0
2017-06-01,Abia,Yam,608.0,0.0,149.7,1.0,5.0,3.0,26.41529914578551,305.715,14.0,1.0,608.0,548.0,509.0,0,608.0
2017-07-01,Abia,Yam,608.0,0.0,147.0,0.0,0.0,0.0,26.81634591620377,305.861904761905,14.0,1.0,608.0,608.0,548.0,0,608.0
2017-08-01,Abia,Yam,608.0,0.0,144.7,1.0,1.0,0.0,27.12324710779849,305.667391304348,14.0,1.0,608.0,608.0,608.0,1,608.0
2021-03-01,Abia,Yam,517.46,0.0,158.57,8.0,33.0,6.0,46.08224824651265,381.0,11.5,10.79,608.0,608.0,608.0,0,617.8533333333334
2021-05-01,Abia,Yam,633.65,0.0,166.13,13.0,47.0,8.0,47.02966679648189,400.126666666667,11.5,10.79,517.46,608.0,608.0,0,779.354
2021-06-01,Abia,Yam,650.47,0.0,177.36,6.0,22.0,10.0,47.55242547867445,410.119047619048,11.5,10.79,633.65,517.46,608.0,0,697.0933333333334
2021-08-01,Abia,Yam,638.55,0.0,171.51,7.0,25.0,2.0,48.47093570933322,410.385454545455,11.5,10.79,650.47,633.65,517.46,1,810.984
2021-09-01,Abia,Yam,547.4,0.0,172.5,5.0,15.0,1.0,49.080033489473074,410.795454545455,11.5,10.79,638.55,650.47,633.65,1,648.19
2021-11-01,Abia,Yam,594.0,0.0,170.25,3.0,6.0,1.0,50.05640833709624,411.738636363636,11.5,10.79,547.4,638.55,650.47,0,951.02
2021-12-01,Abia,Yam,480.0,0.0,166.33,2.0,9.0,1.0,51.1545682688473,414.335714285714,11.5,10.79,594.0,547.4,638.55,0,811.594
2022-01-01,Abia,Yam,534.0,0.0,177.33,9.0,30.0,7.0,51.98456582677321,415.96,11.5,10.79,480.0,594.0,547.4,0,761.13
2022-02-01,Abia,Yam,534.0,0.0,178.23,6.0,19.0,12.0,52.95831709947901,416.95,11.5,10.79,534.0,480.0,594.0,0,905.7025
2022-03-01,Abia,Yam,577.84,0.0,210.31,2.0,8.0,3.0,54.00984529978175,415.721739130435,11.5,10.79,534.0,534.0,480.0,0,927.07
2022-06-01,Abia,Yam,708.0,0.0,179.67,5.0,11.0,0.0,57.34963687058611,415.638095238095,13.0,10.79,577.84,534.0,534.0,0,608.01
2022-07-01,Abia,Yam,692.87,0.0,185.73,10.0,28.0,7.0,58.52132236966296,417.260526315789,15.5,10.79,708.0,577.84,534.0,0,730.12
2022-08-01,Abia,Yam,566.04,0.0,185.0,8.0,29.0,45.0,59.67781591027701,426.060869565217,15.5,10.79,692.87,708.0,577.84,1,688.5366666666665
2022-09-01,Abia,Yam,694.9,0.0,187.33,4.0,17.0,0.0,60.53336178695896,435.570454545455,15.5,10.79,566.04,692.87,708.0,1,779.53
2022-10-01,Abia,Yam,749.65,0.0,186.56,13.0,30.0,2.0,61.27575164893462,440.846842105263,16.5,10.79,694.9,566.04,692.87,1,1087.355
2022-11-01,Abia,Yam,803.43,0.0,195.22,6.0,19.0,3.0,62.13274253470877,445.581363636364,16.5,10.79,749.65,694.9,566.04,0,1016.63
2022-12-01,Abia,Yam,855.87,0.0,166.33,4.0,10.0,0.0,63.30567891626104,450.7075,16.5,10.79,803.43,749.65,694.9,0,597.925
2023-01-01,Abia,Yam,852.0,0.0,300.69,7.0,14.0,4.0,64.62497365041287,460.992857142857,18.0,0.0,855.87,803.43,749.65,0,499.7
2023-06-01,Adamawa,Beans (white),900.0,242.8,551.25,4.0,12.0,6.0,71.83104130004189,610.707222222222,18.5,3073.54,,,,0,1525.0
2023-07-01,Adamawa,Beans (white),1254.84,153.102,630.0,4.0,9.0,4.0,74.31190727424226,770.316571428571,18.75,3073.54,900.0,,,0,1376.0880000000002
2023-08-01,Adamawa,Beans (white),1438.75,206.495,594.81,4.0,13.0,2.0,77.1858134891157,762.120086956522,18.75,3073.54,1254.84,900.0,,0,1577.125
2023-09-01,Adamawa,Beans (white),1232.41,211.296,621.43,6.0,28.0,6.0,79.07923102336737,762.01855,18.75,3073.54,1438.75,1254.84,900.0,0,1498.611
2023-11-01,Adamawa,Beans (white),1291.67,0.001,638.38,4.0,15.0,10.0,82.5401543110955,835.396545454545,18.75,3073.54,1232.41,1438.75,1254.84,1,1365.30625
2023-12-01,Adamawa,Beans (white),1419.605,0.0,745.71,4.0,17.0,5.0,84.78748797280393,899.065157894737,18.75,3073.54,1291.67,1232.41,1438.75,0,1669.828
2024-09-01,Adamawa,Beans (white),6050.0,189.796,1082.5,3.0,8.0,3.0,108.948517830049,1618.21775,27.25,3587.74,1419.605,1291.67,1232.41,0,3605.0
2024-10-01,Adamawa,Beans (white),5750.0,148.69600000000003,1210.92,3.0,7.0,5.0,112.148908471887,1641.11886363636,27.5,3587.74,6050.0,1419.605,1291.67,1,5083.333333333333
2024-11-01,Adamawa,Beans (white),3888.89,0.0,1210.92,3.0,11.0,2.0,115.4944429799806,1670.77642857143,27.5,3587.74,5750.0,6050.0,1419.605,1,2463.4275
2024-12-01,Adamawa,Beans (white),2800.0,0.0,1210.92,6.0,25.0,0.0,100.0,1553.729255,27.5,3587.74,3888.89,5750.0,6050.0,0,3848.3325
2019-04-01,Adamawa,Maize (white),68.44,20.5,146.6,8.0,29.0,51.0,32.96924854970434,306.9625,13.5,100000.0,,,,0,592.8133333333334
2019-09-01,Adamawa,Maize (white),65.98,236.0,152.31,10.0,24.0,4.0,35.18630444433154,306.919047619048,13.5,100000.0,68.44,,,1,576.238
2019-10-01,Adamawa,Maize (white),77.0,247.8,144.75,1.0,4.0,0.0,35.655395771336515,306.963636363636,13.5,100000.0,65.98,68.44,,1,549.6666666666666
2020-01-01,Adamawa,Maize (white),61.75,0.0,154.3,7.0,28.0,3.0,36.812397630132914,306.959090909091,11.5,139963.58,77.0,65.98,68.44,0,432.2266666666667
2020-03-01,Adamawa,Maize (white),94.3,0.0,77.6,4.0,18.0,5.0,37.481102840215385,326.625,11.5,139963.58,61.75,77.0,65.98,0,95.34
2020-04-01,Adamawa,Maize (white),96.86,12.1,44.56,6.0,22.0,7.0,37.9233521464319,361.0,11.5,139963.58,94.3,61.75,77.0,0,650.795
2020-06-01,Adamawa,Maize (white),123.11,154.0,97.62,14.0,59.0,40.0,39.03218549590661,361.0,11.5,139963.58,96.86,94.3,61.75,0,349.4266666666667
2020-07-01,Adamawa,Maize (white),152.29,296.8,104.82,6.0,19.0,11.0,39.62735749167914,377.190476190476,11.5,139963.58,123.11,96.86,94.3,0,1067.73
2020-08-01,Adamawa,Maize (white),161.01,117.0,108.46,3.0,6.0,0.0,40.29077058769372,381.0,11.5,139963.58,152.29,123.11,96.86,1,1281.3799999999999
2020-09-01,Adamawa,Maize (white),188.18,162.5,99.18,2.0,2.0,0.0,41.04844910280459,381.0,11.5,139963.58,161.01,152.29,123.11,1,1189.7125
2021-01-01,Adamawa,Maize (white),151.84,42.8,132.77,2.0,8.0,0.0,44.38346071661714,381.0,11.5,98313.0,188.18,161.01,152.29,0,631.1175000000001
2021-05-01,Adamawa,Maize (white),177.23,129.7,166.13,4.0,17.0,1.0,47.02966679648189,400.126666666667,11.5,98313.0,151.84,188.18,161.01,0,1145.4225
2021-06-01,Adamawa,Maize (white),223.8,130.9,177.36,1.0,5.0,1.0,47.55242547867445,410.119047619048,11.5,98313.0,177.23,151.84,188.18,0,1189.7575
2021-07-01,Adamawa,Maize (white),236.21,100.5,182.23,6.0,22.0,74.0,47.96168636228288,410.121,11.5,98313.0,223.8,177.23,151.84,0,874.19
2021-09-01,Adamawa,Maize (white),182.13,185.5,166.4,5.0,11.0,18.0,49.080033489473074,410.795454545455,11.5,98313.0,236.21,223.8,177.23,1,528.0266666666666
2021-10-01,Adamawa,Maize (white),154.22,12.7,167.08,4.0,13.0,7.0,49.52636692676681,411.247368421053,11.5,98313.0,182.13,236.21,223.8,1,1271.6766666666665
2022-01-01,Adamawa,Maize (white),152.09,14.8,159.89,8.0,33.0,6.0,51.98456582677321,415.96,11.5,103292.0,154.22,182.13,236.21,0,1037.865
2022-06-01,Adamawa,Maize (white),168.36,207.4,190.67,6.0,24.0,8.0,57.34963687058611,415.638095238095,13.0,103292.0,152.09,154.22,182.13,0,1833.6866666666665
2022-08-01,Adamawa,Maize (white),163.18,115.2,179.0,1.0,4.0,1.0,59.67781591027701,426.060869565217,15.5,103292.0,168.36,152.09,154.22,1,1525.0775
2022-09-01,Adamawa,Maize (white),157.67,472.8,189.17,6.0,23.0,2.0,60.53336178695896,435.570454545455,15.5,103292.0,163.18,168.36,152.09,1,635.0233333333333
2022-11-01,Adamawa,Maize (white),179.72,3.0,205.4,1.0,5.0,2.0,62.13274253470877,445.581363636364,16.5,103292.0,157.67,163.18,168.36,0,903.85
2017-03-01,Adamawa,Maize (yellow),117.0,0.0,153.3,0.0,0.0,0.0,24.75359563272472,306.402173913043,14.0,319048.605,,,,0,117.0
2018-03-01,Adamawa,Maize (yellow),88.23,0.0,173.0,5.0,9.0,5.0,28.73387515514404,305.742857142857,14.0,100000.0,117.0,,,0,500.74333333333334
2018-04-01,Adamawa,Maize (yellow),95.66,8.6,160.33,3.0,13.0,35.0,28.99632194058707,305.61,14.0,100000.0,88.23,117.0,,0,334.33
2018-07-01,Adamawa,Maize (yellow),96.56,233.1,145.29,17.0,65.0,78.0,30.2622423087848,305.814285714286,14.0,100000.0,95.66,88.23,117.0,0,643.52
2019-02-01,Adamawa,Maize (yellow),67.03,0.0,143.78,12.0,50.0,24.0,32.31516990413986,306.768181818182,13.5,100000.0,96.56,95.66,88.23,0,476.01
2019-03-01,Adamawa,Maize (yellow),71.56,0.0,145.14,3.0,7.0,18.0,32.59888232109586,306.923809523809,13.5,100000.0,67.03,96.56,95.66,0,484.18666666666667
2019-08-01,Adamawa,Maize (yellow),58.69,310.8,143.13,0.0,0.0,0.0,34.734527002225306,306.9325,13.5,100000.0,71.56,67.03,96.56,1,656.9225
2019-09-01,Adamawa,Maize (yellow),67.21,236.0,152.31,10.0,24.0,4.0,35.18630444433154,306.919047619048,13.5,100000.0,58.69,71.56,67.03,1,576.238
2020-01-01,Adamawa,Maize (yellow),64.93,0.0,154.3,7.0,28.0,3.0,36.812397630132914,306.959090909091,11.5,139963.58,67.21,58.69,71.56,0,432.2266666666667
2020-03-01,Adamawa,Maize (yellow),96.38,0.0,77.6,4.0,18.0,5.0,37.481102840215385,326.625,11.5,139963.58,64.93,67.21,58.69,0,95.34
2020-04-01,Adamawa,Maize (yellow),99.76,12.1,44.56,6.0,22.0,7.0,37.9233521464319,361.0,11.5,139963.58,96.38,64.93,67.21,0,650.795
2020-05-01,Adamawa,Maize (yellow),104.56,44.8,71.22,11.0,43.0,25.0,38.46147827781915,361.0,11.5,139963.58,99.76,96.38,64.93,0,954.88
2020-06-01,Adamawa,Maize (yellow),115.95,154.0,97.62,14.0,59.0,40.0,39.03218549590661,361.0,11.5,139963.58,104.56,99.76,96.38,0,349.4266666666667
2020-10-01,Adamawa,Maize (yellow),181.77,60.5,97.43,7.0,23.0,4.0,41.85171580887585,381.0,11.5,139963.58,115.95,104.56,99.76,1,670.755
2021-01-01,Adamawa,Maize (yellow),162.5,42.8,132.77,2.0,8.0,0.0,44.38346071661714,381.0,11.5,98313.0,181.77,115.95,104.56,0,631.1175000000001
2021-02-01,Adamawa,Maize (yellow),184.6,0.0,150.98,1.0,3.0,1.0,45.22095528386746,381.0,11.5,98313.0,162.5,181.77,115.95,0,1387.775
2021-03-01,Adamawa,Maize (yellow),196.85,53.6,158.57,1.0,5.0,0.0,46.08224824651265,381.0,11.5,98313.0,184.6,162.5,181.77,0,1401.506666666667
2021-05-01,Adamawa,Maize (yellow),192.01,129.7,166.13,4.0,17.0,1.0,47.02966679648189,400.126666666667,11.5,98313.0,196.85,184.6,162.5,0,1145.4225
2021-06-01,Adamawa,Maize (yellow),230.46,130.9,177.36,1.0,5.0,1.0,47.55242547867445,410.119047619048,11.5,98313.0,192.01,196.85,184.6,0,1189.7575
2021-08-01,Adamawa,Maize (yellow),218.0,205.4,171.51,2.0,5.0,1.0,48.47093570933322,410.385454545455,11.5,98313.0,230.46,192.01,196.85,1,1250.0733333333333
2021-09-01,Adamawa,Maize (yellow),194.78,185.5,166.4,5.0,11.0,18.0,49.080033489473074,410.795454545455,11.5,98313.0,218.0,230.46,192.01,1,528.0266666666666
2021-12-01,Adamawa,Maize (yellow),168.66,0.0,165.65,10.0,44.0,22.0,51.1545682688473,414.335714285714,11.5,98313.0,194.78,218.0,230.46,0,1349.665
2022-01-01,Adamawa,Maize (yellow),175.37,14.8,159.89,8.0,33.0,6.0,51.98456582677321,415.96,11.5,103292.0,168.66,194.78,218.0,0,1037.865
2022-05-01,Adamawa,Maize (yellow),178.34,382.5,166.4,5.0,19.0,8.0,56.19860475604872,415.95,13.0,103292.0,175.37,168.66,194.78,0,1645.4
2022-07-01,Adamawa,Maize (yellow),188.25,308.7,207.57,10.0,36.0,10.0,58.52132236966296,417.260526315789,15.5,103292.0,178.34,175.37,168.66,0,1882.3
2022-09-01,Adamawa,Maize (yellow),191.67,472.8,189.17,6.0,23.0,2.0,60.53336178695896,435.570454545455,15.5,103292.0,188.25,178.34,175.37,1,635.0233333333333
2022-10-01,Adamawa,Maize (yellow),187.77,380.1,200.33,2.0,5.0,1.0,61.27575164893462,440.846842105263,16.5,103292.0,191.67,188.25,178.34,1,1090.14
2022-11-01,Adamawa,Maize (yellow),209.45,3.0,205.4,1.0,5.0,2.0,62.13274253470877,445.581363636364,16.5,103292.0,187.77,191.67,188.25,0,903.85
2022-12-01,Adamawa,Maize (yellow),208.23,0.0,164.44,5.0,22.0,6.0,63.30567891626104,450.7075,16.5,103292.0,209.45,187.77,191.67,0,1514.0666666666666
2019-02-01,Adamawa,Rice (imported),840.0,0.0,143.78,12.0,50.0,24.0,32.31516990413986,306.768181818182,13.5,64.0,,,,0,476.01
2019-03-01,Adamawa,Rice (imported),840.0,0.0,145.14,3.0,7.0,18.0,32.59888232109586,306.923809523809,13.5,64.0,840.0,,,0,484.18666666666667
2019-08-01,Adamawa,Rice (imported),840.0,310.8,143.13,0.0,0.0,0.0,34.734527002225306,306.9325,13.5,64.0,840.0,840.0,,0,656.9225
2019-09-01,Adamawa,Rice (imported),861.0,236.0,152.31,10.0,24.0,4.0,35.18630444433154,306.919047619048,13.5,64.0,840.0,840.0,840.0,0,576.238
2019-10-01,Adamawa,Rice (imported),887.0,247.8,144.75,1.0,4.0,0.0,35.655395771336515,306.963636363636,13.5,64.0,861.0,840.0,840.0,1,549.6666666666666
2020-05-01,Adamawa,Rice (imported),1034.0,44.8,71.22,11.0,43.0,25.0,38.46147827781915,361.0,11.5,2751.48,887.0,861.0,840.0,0,954.88
2020-07-01,Adamawa,Rice (imported),1243.42,296.8,104.82,6.0,19.0,11.0,39.62735749167914,377.190476190476,11.5,2751.48,1034.0,887.0,861.0,0,1067.73
2020-09-01,Adamawa,Rice (imported),1419.07,162.5,99.18,2.0,2.0,0.0,41.04844910280459,381.0,11.5,2751.48,1243.42,1034.0,887.0,0,1189.7125
2020-11-01,Adamawa,Rice (imported),1294.9,0.0,103.49,2.0,8.0,0.0,42.70714863016171,381.0,11.5,2751.48,1419.07,1243.42,1034.0,1,1382.6333333333332
2020-12-01,Adamawa,Rice (imported),1299.65,0.0,121.19,5.0,21.0,10.0,43.583902425708985,381.0,11.5,2751.48,1294.9,1419.07,1243.42,1,1471.3466666666666
2021-01-01,Adamawa,Rice (imported),1307.0,42.8,132.77,2.0,8.0,0.0,44.38346071661714,381.0,11.5,2978.0,1299.65,1294.9,1419.07,0,631.1175000000001
2021-02-01,Adamawa,Rice (imported),1272.0,0.0,150.98,1.0,3.0,1.0,45.22095528386746,381.0,11.5,2978.0,1307.0,1299.65,1294.9,0,1387.775
2021-04-01,Adamawa,Rice (imported),1307.0,4.0,157.11,4.0,17.0,35.0,46.539011778782914,381.0,11.5,2978.0,1272.0,1307.0,1299.65,0,1192.935
