commodity,state,horizon,feature,importance
Rice (imported),Adamawa,1,conflict_fatalities,0.008560542
Rice (imported),Adamawa,1,harvest_season,0.0040657916
Rice (imported),Adamawa,1,subsidy_removed,0.0
Rice (imported),Adamawa,1,state_encoded,0.0
Rice (imported),Adamawa,1,commodity_encoded,0.0
Rice (imported),Adamawa,2,price_lag1,0.16981705
Rice (imported),Adamawa,2,price_lag2,0.086354725
Rice (imported),Adamawa,2,price_lag3,0.011608177
Rice (imported),Adamawa,2,exchange_rate_ngn_usd,0.29280645
Rice (imported),Adamawa,2,inflation_rate_pct,0.38283423
Rice (imported),Adamawa,2,pms_price_ngn,0.010050996
Rice (imported),Adamawa,2,rainfall_mm,0.011946599
Rice (imported),Adamawa,2,log_import_volume,0.004023404
Rice (imported),Adamawa,2,other_commodity_avg_price,0.014188203
Rice (imported),Adamawa,2,conflict_score_weighted,0.0045697037
Rice (imported),Adamawa,2,conflict_fatalities,0.0033429042
Rice (imported),Adamawa,2,harvest_season,0.008457672
Rice (imported),Adamawa,2,subsidy_removed,0.0
Rice (imported),Adamawa,2,state_encoded,0.0
Rice (imported),Adamawa,2,commodity_encoded,0.0
Rice (imported),Adamawa,3,price_lag1,0.05676038
Rice (imported),Adamawa,3,price_lag2,0.03731958
Rice (imported),Adamawa,3,price_lag3,0.022648362
Rice (imported),Adamawa,3,exchange_rate_ngn_usd,0.42319182
Rice (imported),Adamawa,3,inflation_rate_pct,0.3964905
Rice (imported),Adamawa,3,pms_price_ngn,0.031262435
Rice (imported),Adamawa,3,rainfall_mm,0.0044462173
Rice (imported),Adamawa,3,log_import_volume,0.005225866
Rice (imported),Adamawa,3,other_commodity_avg_price,0.012084363
Rice (imported),Adamawa,3,conflict_score_weighted,0.0027046835
Rice (imported),Adamawa,3,conflict_fatalities,0.0038520668
Rice (imported),Adamawa,3,harvest_season,0.0040137097
Rice (imported),Adamawa,3,subsidy_removed,0.0
Rice (imported),Adamawa,3,state_encoded,0.0
Rice (imported),Adamawa,3,commodity_encoded,0.0
Rice (imported),Borno,1,price_lag1,0.078202866
Rice (imported),Borno,1,price_lag2,0.029685406
Rice (imported),Borno,1,price_lag3,0.06242384
Rice (imported),Borno,1,exchange_rate_ngn_usd,0.25151676
Rice (imported),Borno,1,inflation_rate_pct,0.42422515
Rice (imported),Borno,1,pms_price_ngn,0.04619673
Rice (imported),Borno,1,rainfall_mm,0.023667917
Rice (imported),Borno,1,log_import_volume,0.01224123
Rice (imported),Borno,1,other_commodity_avg_price,0.043888196
Rice (imported),Borno,1,conflict_score_weighted,0.012462289
Rice (imported),Borno,1,conflict_fatalities,0.014053116
Rice (imported),Borno,1,harvest_season,0.0014364098
Rice (imported),Borno,1,subsidy_removed,0.0
Rice (imported),Borno,1,state_encoded,0.0
Rice (imported),Borno,1,commodity_encoded,0.0
Rice (imported),Borno,2,price_lag1,0.06617707
Rice (imported),Borno,2,price_lag2,0.051019695
Rice (imported),Borno,2,price_lag3,0.04092
Rice (imported),Borno,2,exchange_rate_ngn_usd,0.30067143
Rice (imported),Borno,2,inflation_rate_pct,0.364037
Rice (imported),Borno,2,pms_price_ngn,0.015511772
Rice (imported),Borno,2,rainfall_mm,0.022015646
Rice (imported),Borno,2,log_import_volume,0.011982189
Rice (imported),Borno,2,other_commodity_avg_price,0.032594774
Rice (imported),Borno,2,conflict_score_weighted,0.07693302
Rice (imported),Borno,2,conflict_fatalities,0.012027573
Rice (imported),Borno,2,harvest_season,0.0061097634
Rice (imported),Borno,2,subsidy_removed,0.0
Rice (imported),Borno,2,state_encoded,0.0
Rice (imported),Borno,2,commodity_encoded,0.0
Rice (imported),Borno,3,price_lag1,0.07046978
Rice (imported),Borno,3,price_lag2,0.057077363
Rice (imported),Borno,3,price_lag3,0.055913053
Rice (imported),Borno,3,exchange_rate_ngn_usd,0.34920806
Rice (imported),Borno,3,inflation_rate_pct,0.3095061
Rice (imported),Borno,3,pms_price_ngn,0.016155254
Rice (imported),Borno,3,rainfall_mm,0.014874964
Rice (imported),Borno,3,log_import_volume,0.016372496
Rice (imported),Borno,3,other_commodity_avg_price,0.024252092
Rice (imported),Borno,3,conflict_score_weighted,0.03021453
Rice (imported),Borno,3,conflict_fatalities,0.055956423
Rice (imported),Borno,3,harvest_season,0.0
Rice (imported),Borno,3,subsidy_removed,0.0
Rice (imported),Borno,3,state_encoded,0.0
Rice (imported),Borno,3,commodity_encoded,0.0
Rice (imported),Yobe,1,price_lag1,0.22919881
Rice (imported),Yobe,1,price_lag2,0.097349755
Rice (imported),Yobe,1,price_lag3,0.16644661
Rice (imported),Yobe,1,exchange_rate_ngn_usd,0.070641175
Rice (imported),Yobe,1,inflation_rate_pct,0.17936027
Rice (imported),Yobe,1,pms_price_ngn,0.08014381
Rice (imported),Yobe,1,rainfall_mm,0.034695446
Rice (imported),Yobe,1,log_import_volume,0.075547054
Rice (imported),Yobe,1,other_commodity_avg_price,0.02649572
Rice (imported),Yobe,1,conflict_score_weighted,0.010180609
Rice (imported),Yobe,1,conflict_fatalities,0.020320777
Rice (imported),Yobe,1,harvest_season,0.00961989
Rice (imported),Yobe,1,subsidy_removed,0.0
Rice (imported),Yobe,1,state_encoded,0.0
Rice (imported),Yobe,1,commodity_encoded,0.0
Rice (imported),Yobe,2,price_lag1,0.20950705
Rice (imported),Yobe,2,price_lag2,0.19560526
Rice (imported),Yobe,2,price_lag3,0.0216231
Rice (imported),Yobe,2,exchange_rate_ngn_usd,0.059329823
Rice (imported),Yobe,2,inflation_rate_pct,0.19674836
Rice (imported),Yobe,2,pms_price_ngn,0.061470877
Rice (imported),Yobe,2,rainfall_mm,0.012945863
Rice (imported),Yobe,2,log_import_volume,0.189137
Rice (imported),Yobe,2,other_commodity_avg_price,0.016743204
Rice (imported),Yobe,2,conflict_score_weighted,0.018952718
Rice (imported),Yobe,2,conflict_fatalities,0.014128281
Rice (imported),Yobe,2,harvest_season,0.0038084448
Rice (imported),Yobe,2,subsidy_removed,0.0
Rice (imported),Yobe,2,state_encoded,0.0
Rice (imported),Yobe,2,commodity_encoded,0.0
Rice (imported),Yobe,3,price_lag1,0.18438964
Rice (imported),Yobe,3,price_lag2,0.08286441
Rice (imported),Yobe,3,price_lag3,0.04467765
Rice (imported),Yobe,3,exchange_rate_ngn_usd,0.07083716
Rice (imported),Yobe,3,inflation_rate_pct,0.20187882
Rice (imported),Yobe,3,pms_price_ngn,0.043921664
Rice (imported),Yobe,3,rainfall_mm,0.009783845
Rice (imported),Yobe,3,log_import_volume,0.31764635
Rice (imported),Yobe,3,other_commodity_avg_price,0.013276829
Rice (imported),Yobe,3,conflict_score_weighted,0.020646874
Rice (imported),Yobe,3,conflict_fatalities,0.007931904
Rice (imported),Yobe,3,harvest_season,0.0021448042
Rice (imported),Yobe,3,subsidy_removed,0.0
Rice (imported),Yobe,3,state_encoded,0.0
Rice (imported),Yobe,3,commodity_encoded,0.0
Rice (local),Adamawa,1,price_lag1,0.41581213
Rice (local),Adamawa,1,price_lag2,0.11452791
Rice (local),Adamawa,1,price_lag3,0.031617973
Rice (local),Adamawa,1,exchange_rate_ngn_usd,0.11730208
Rice (local),Adamawa,1,inflation_rate_pct,0.22869897
Rice (local),Adamawa,1,pms_price_ngn,0.014646432
Rice (local),Adamawa,1,rainfall_mm,0.016051974
Rice (local),Adamawa,1,log_import_volume,0.013615008
Rice (local),Adamawa,1,other_commodity_avg_price,0.006880783
Rice (local),Adamawa,1,conflict_score_weighted,0.0021941592
Rice (local),Adamawa,1,conflict_fatalities,0.0030616524
Rice (local),Adamawa,1,harvest_season,0.035590902
Rice (local),Adamawa,1,subsidy_removed,0.0
Rice (local),Adamawa,1,state_encoded,0.0
Rice (local),Adamawa,1,commodity_encoded,0.0
Rice (local),Adamawa,2,price_lag1,0.37791273
Rice (local),Adamawa,2,price_lag2,0.19373137
Rice (local),Adamawa,2,price_lag3,0.014223739
Rice (local),Adamawa,2,exchange_rate_ngn_usd,0.15972388
Rice (local),Adamawa,2,inflation_rate_pct,0.2046287
Rice (local),Adamawa,2,pms_price_ngn,0.008935343
Rice (local),Adamawa,2,rainfall_mm,0.008256544
Rice (local),Adamawa,2,log_import_volume,0.0044440054
Rice (local),Adamawa,2,other_commodity_avg_price,0.010065838
Rice (local),Adamawa,2,conflict_score_weighted,0.004471193
Rice (local),Adamawa,2,conflict_fatalities,0.0018617657
Rice (local),Adamawa,2,harvest_season,0.011744885
Rice (local),Adamawa,2,subsidy_removed,0.0
Rice (local),Adamawa,2,state_encoded,0.0
Rice (local),Adamawa,2,commodity_encoded,0.0
Rice (local),Adamawa,3,price_lag1,0.12650669
Rice (local),Adamawa,3,price_lag2,0.019829476
Rice (local),Adamawa,3,price_lag3,0.035317056
Rice (local),Adamawa,3,exchange_rate_ngn_usd,0.57167906
Rice (local),Adamawa,3,inflation_rate_pct,0.20242654
Rice (local),Adamawa,3,pms_price_ngn,0.008120093
Rice (local),Adamawa,3,rainfall_mm,0.00424986
Rice (local),Adamawa,3,log_import_volume,0.014029104
Rice (local),Adamawa,3,other_commodity_avg_price,0.0071275486
Rice (local),Adamawa,3,conflict_score_weighted,0.0039987187
Rice (local),Adamawa,3,conflict_fatalities,0.004272413
Rice (local),Adamawa,3,harvest_season,0.0024434158
Rice (local),Adamawa,3,subsidy_removed,0.0
Rice (local),Adamawa,3,state_encoded,0.0
Rice (local),Adamawa,3,commodity_encoded,0.0
Rice (local),Borno,1,price_lag1,0.088071555
Rice (local),Borno,1,price_lag2,0.035775926
Rice (local),Borno,1,price_lag3,0.040155977
Rice (local),Borno,1,exchange_rate_ngn_usd,0.13644095
Rice (local),Borno,1,inflation_rate_pct,0.35273007
Rice (local),Borno,1,pms_price_ngn,0.0536316
Rice (local),Borno,1,rainfall_mm,0.0120854955
Rice (local),Borno,1,log_import_volume,0.04277977
Rice (local),Borno,1,other_commodity_avg_price,0.15010464
Rice (local),Borno,1,conflict_score_weighted,0.033114176
Rice (local),Borno,1,conflict_fatalities,0.043827012
Rice (local),Borno,1,harvest_season,0.011282825
Rice (local),Borno,1,subsidy_removed,0.0
Rice (local),Borno,1,state_encoded,0.0
Rice (local),Borno,1,commodity_encoded,0.0
Rice (local),Borno,2,price_lag1,0.04147802
Rice (local),Borno,2,price_lag2,0.0361162
Rice (local),Borno,2,price_lag3,0.025370039
Rice (local),Borno,2,exchange_rate_ngn_usd,0.17169414
Rice (local),Borno,2,inflation_rate_pct,0.45315886
Rice (local),Borno,2,pms_price_ngn,0.04719857
Rice (local),Borno,2,rainfall_mm,0.014818847
Rice (local),Borno,2,log_import_volume,0.01375482
Rice (local),Borno,2,other_commodity_avg_price,0.0933065
Rice (local),Borno,2,conflict_score_weighted,0.08770853
Rice (local),Borno,2,conflict_fatalities,0.014407964
Rice (local),Borno,2,harvest_season,0.0009874289
Rice (local),Borno,2,subsidy_removed,0.0
Rice (local),Borno,2,state_encoded,0.0
Rice (local),Borno,2,commodity_encoded,0.0
Rice (local),Borno,3,price_lag1,0.061892405
Rice (local),Borno,3,price_lag2,0.021514678
Rice (local),Borno,3,price_lag3,0.021699695
Rice (local),Borno,3,exchange_rate_ngn_usd,0.2784715
Rice (local),Borno,3,inflation_rate_pct,0.4147625
Rice (local),Borno,3,pms_price_ngn,0.029306404
Rice (local),Borno,3,rainfall_mm,0.017888933
Rice (local),Borno,3,log_import_volume,0.027736565
Rice (local),Borno,3,other_commodity_avg_price,0.021912143
Rice (local),Borno,3,conflict_score_weighted,0.02080076
Rice (local),Borno,3,conflict_fatalities,0.082670204
Rice (local),Borno,3,harvest_season,0.0013442592
Rice (local),Borno,3,subsidy_removed,0.0
Rice (local),Borno,3,state_encoded,0.0
Rice (local),Borno,3,commodity_encoded,0.0
Rice (local),Yobe,1,price_lag1,0.26738608
Rice (local),Yobe,1,price_lag2,0.19037595
Rice (local),Yobe,1,price_lag3,0.06694672
Rice (local),Yobe,1,exchange_rate_ngn_usd,0.048366293
Rice (local),Yobe,1,inflation_rate_pct,0.05522407
Rice (local),Yobe,1,pms_price_ngn,0.12936388
Rice (local),Yobe,1,rainfall_mm,0.016130798
Rice (local),Yobe,1,log_import_volume,0.06208945
Rice (local),Yobe,1,other_commodity_avg_price,0.11422146
Rice (local),Yobe,1,conflict_score_weighted,0.01987465
Rice (local),Yobe,1,conflict_fatalities,0.02818639
Rice (local),Yobe,1,harvest_season,0.0018342427
Rice (local),Yobe,1,subsidy_removed,0.0
Rice (local),Yobe,1,state_encoded,0.0
Rice (local),Yobe,1,commodity_encoded,0.0
Rice (local),Yobe,2,price_lag1,0.37616834
Rice (local),Yobe,2,price_lag2,0.09921065
Rice (local),Yobe,2,price_lag3,0.021511482
Rice (local),Yobe,2,exchange_rate_ngn_usd,0.05669122
Rice (local),Yobe,2,inflation_rate_pct,0.0968476
Rice (local),Yobe,2,pms_price_ngn,0.15694799
Rice (local),Yobe,2,rainfall_mm,0.0117384
Rice (local),Yobe,2,log_import_volume,0.08064168
Rice (local),Yobe,2,other_commodity_avg_price,0.0324663
Rice (local),Yobe,2,conflict_score_weighted,0.04196323
Rice (local),Yobe,2,conflict_fatalities,0.008907004
Rice (local),Yobe,2,harvest_season,0.016906185
Rice (local),Yobe,2,subsidy_removed,0.0
Rice (local),Yobe,2,state_encoded,0.0
Rice (local),Yobe,2,commodity_encoded,0.0
Rice (local),Yobe,3,price_lag1,0.27845567
Rice (local),Yobe,3,price_lag2,0.028138818
Rice (local),Yobe,3,price_lag3,0.052701067
Rice (local),Yobe,3,exchange_rate_ngn_usd,0.064684995
Rice (local),Yobe,3,inflation_rate_pct,0.13068688
Rice (local),Yobe,3,pms_price_ngn,0.1741108
Rice (local),Yobe,3,rainfall_mm,0.010664358
Rice (local),Yobe,3,log_import_volume,0.14301908
Rice (local),Yobe,3,other_commodity_avg_price,0.014874954
Rice (local),Yobe,3,conflict_score_weighted,0.07080067
Rice (local),Yobe,3,conflict_fatalities,0.028302409
Rice (local),Yobe,3,harvest_season,0.00356031
Rice (local),Yobe,3,subsidy_removed,0.0
Rice (local),Yobe,3,state_encoded,0.0
Rice (local),Yobe,3,commodity_encoded,0.0
Tomatoes,Borno,1,price_lag1,0.031537425
Tomatoes,Borno,1,price_lag2,0.033369243
Tomatoes,Borno,1,price_lag3,0.046157505
Tomatoes,Borno,1,exchange_rate_ngn_usd,0.06543825
Tomatoes,Borno,1,inflation_rate_pct,0.29028898
Tomatoes,Borno,1,pms_price_ngn,0.060015567
Tomatoes,Borno,1,rainfall_mm,0.121603064
Tomatoes,Borno,1,log_import_volume,0.23210147
Tomatoes,Borno,1,other_commodity_avg_price,0.022056371
Tomatoes,Borno,1,conflict_score_weighted,0.048374448
Tomatoes,Borno,1,conflict_fatalities,0.043703128
Tomatoes,Borno,1,harvest_season,0.0053546196
Tomatoes,Borno,1,subsidy_removed,0.0
Tomatoes,Borno,1,state_encoded,0.0
Tomatoes,Borno,1,commodity_encoded,0.0
Tomatoes,Borno,2,price_lag1,0.030844064
Tomatoes,Borno,2,price_lag2,0.04093435
Tomatoes,Borno,2,price_lag3,0.033900578
Tomatoes,Borno,2,exchange_rate_ngn_usd,0.068056144
Tomatoes,Borno,2,inflation_rate_pct,0.16644923
Tomatoes,Borno,2,pms_price_ngn,0.026891217
Tomatoes,Borno,2,rainfall_mm,0.085264824
Tomatoes,Borno,2,log_import_volume,0.20546558
Tomatoes,Borno,2,other_commodity_avg_price,0.056799453
Tomatoes,Borno,2,conflict_score_weighted,0.08465653
Tomatoes,Borno,2,conflict_fatalities,0.03964493
Tomatoes,Borno,2,harvest_season,0.16109306
Tomatoes,Borno,2,subsidy_removed,0.0
Tomatoes,Borno,2,state_encoded,0.0
Tomatoes,Borno,2,commodity_encoded,0.0
Tomatoes,Borno,3,price_lag1,0.04262093
Tomatoes,Borno,3,price_lag2,0.020635482
Tomatoes,Borno,3,price_lag3,0.03744686
Tomatoes,Borno,3,exchange_rate_ngn_usd,0.054338865
Tomatoes,Borno,3,inflation_rate_pct,0.08389898
Tomatoes,Borno,3,pms_price_ngn,0.053688895
Tomatoes,Borno,3,rainfall_mm,0.042628627
Tomatoes,Borno,3,log_import_volume,0.20524265
Tomatoes,Borno,3,other_commodity_avg_price,0.0396328
Tomatoes,Borno,3,conflict_score_weighted,0.09932213
Tomatoes,Borno,3,conflict_fatalities,0.052461717
Tomatoes,Borno,3,harvest_season,0.26808208
Tomatoes,Borno,3,subsidy_removed,0.0
Tomatoes,Borno,3,state_encoded,0.0
Tomatoes,Borno,3,commodity_encoded,0.0
Tomatoes,Yobe,1,price_lag1,0.081933014
Tomatoes,Yobe,1,price_lag2,0.043747917
Tomatoes,Yobe,1,price_lag3,0.057685446
Tomatoes,Yobe,1,exchange_rate_ngn_usd,0.13710271
Tomatoes,Yobe,1,inflation_rate_pct,0.12544517
Tomatoes,Yobe,1,pms_price_ngn,0.0722766
Tomatoes,Yobe,1,rainfall_mm,0.044268407
Tomatoes,Yobe,1,log_import_volume,0.14249067
Tomatoes,Yobe,1,other_commodity_avg_price,0.0965765
Tomatoes,Yobe,1,conflict_score_weighted,0.09518526
Tomatoes,Yobe,1,conflict_fatalities,0.057630986
Tomatoes,Yobe,1,harvest_season,0.045657393
Tomatoes,Yobe,1,subsidy_removed,0.0
Tomatoes,Yobe,1,state_encoded,0.0
Tomatoes,Yobe,1,commodity_encoded,0.0
Tomatoes,Yobe,2,price_lag1,0.032463178
Tomatoes,Yobe,2,price_lag2,0.035863236
Tomatoes,Yobe,2,price_lag3,0.11286249
Tomatoes,Yobe,2,exchange_rate_ngn_usd,0.082183324
Tomatoes,Yobe,2,inflation_rate_pct,0.11367371
Tomatoes,Yobe,2,pms_price_ngn,0.10000944
Tomatoes,Yobe,2,rainfall_mm,0.049434494
Tomatoes,Yobe,2,log_import_volume,0.12261527
Tomatoes,Yobe,2,other_commodity_avg_price,0.13449956
Tomatoes,Yobe,2,conflict_score_weighted,0.0525753
Tomatoes,Yobe,2,conflict_fatalities,0.06945569
Tomatoes,Yobe,2,harvest_season,0.094364345
Tomatoes,Yobe,2,subsidy_removed,0.0
Tomatoes,Yobe,2,state_encoded,0.0
Tomatoes,Yobe,2,commodity_encoded,0.0
Tomatoes,Yobe,3,price_lag1,0.035460863
Tomatoes,Yobe,3,price_lag2,0.10448187
Tomatoes,Yobe,3,price_lag3,0.07524664
Tomatoes,Yobe,3,exchange_rate_ngn_usd,0.08427074
Tomatoes,Yobe,3,inflation_rate_pct,0.10801024
Tomatoes,Yobe,3,pms_price_ngn,0.11226821
Tomatoes,Yobe,3,rainfall_mm,0.058038976
Tomatoes,Yobe,3,log_import_volume,0.13232715
Tomatoes,Yobe,3,other_commodity_avg_price,0.11922665
Tomatoes,Yobe,3,conflict_score_weighted,0.068516135
Tomatoes,Yobe,3,conflict_fatalities,0.06556167
Tomatoes,Yobe,3,harvest_season,0.036590796
Tomatoes,Yobe,3,subsidy_removed,0.0
Tomatoes,Yobe,3,state_encoded,0.0
Tomatoes,Yobe,3,commodity_encoded,0.0
Yam,Adamawa,1,price_lag1,0.07554992
Yam,Adamawa,1,price_lag2,0.0036885976
Yam,Adamawa,1,price_lag3,0.040824544
Yam,Adamawa,1,exchange_rate_ngn_usd,0.15577076
Yam,Adamawa,1,inflation_rate_pct,0.22131424
Yam,Adamawa,1,pms_price_ngn,0.00887991
Yam,Adamawa,1,rainfall_mm,0.0003123084
Yam,Adamawa,1,log_import_volume,0.48969966
Yam,Adamawa,1,other_commodity_avg_price,0.0017370838
Yam,Adamawa,1,conflict_score_weighted,0.0007263707
Yam,Adamawa,1,conflict_fatalities,0.00024701623
Yam,Adamawa,1,harvest_season,0.0012495937
Yam,Adamawa,1,subsidy_removed,0.0
Yam,Adamawa,1,state_encoded,0.0
Yam,Adamawa,1,commodity_encoded,0.0
Yam,Adamawa,2,price_lag1,0.077418566
Yam,Adamawa,2,price_lag2,0.019596497
Yam,Adamawa,2,price_lag3,0.012949564
Yam,Adamawa,2,exchange_rate_ngn_usd,0.064563334
Yam,Adamawa,2,inflation_rate_pct,0.2739082
Yam,Adamawa,2,pms_price_ngn,0.006462782
Yam,Adamawa,2,rainfall_mm,0.0043905005
Yam,Adamawa,2,log_import_volume,0.47147125
Yam,Adamawa,2,other_commodity_avg_price,0.0068970635
Yam,Adamawa,2,conflict_score_weighted,0.05942865
Yam,Adamawa,2,conflict_fatalities,0.0029136064
Yam,Adamawa,2,harvest_season,0.0
Yam,Adamawa,2,subsidy_removed,0.0
Yam,Adamawa,2,state_encoded,0.0
Yam,Adamawa,2,commodity_encoded,0.0
Yam,Adamawa,3,price_lag1,0.03550502
Yam,Adamawa,3,price_lag2,0.022036415
Yam,Adamawa,3,price_lag3,0.04670213
Yam,Adamawa,3,exchange_rate_ngn_usd,0.12097184
Yam,Adamawa,3,inflation_rate_pct,0.2212403
Yam,Adamawa,3,pms_price_ngn,0.00487344
Yam,Adamawa,3,rainfall_mm,0.08206465
Yam,Adamawa,3,log_import_volume,0.30581635
Yam,Adamawa,3,other_commodity_avg_price,0.002289935
Yam,Adamawa,3,conflict_score_weighted,0.12580542
Yam,Adamawa,3,conflict_fatalities,0.03269448
Yam,Adamawa,3,harvest_season,0.0
Yam,Adamawa,3,subsidy_removed,0.0
Yam,Adamawa,3,state_encoded,0.0
Yam,Adamawa,3,commodity_encoded,0.0
Yam,Borno,1,price_lag1,0.1707172
Yam,Borno,1,price_lag2,0.023505107
Yam,Borno,1,price_lag3,0.026020883
Yam,Borno,1,exchange_rate_ngn_usd,0.3026848
Yam,Borno,1,inflation_rate_pct,0.3630883
Yam,Borno,1,pms_price_ngn,0.02106261
Yam,Borno,1,rainfall_mm,0.031766724
Yam,Borno,1,log_import_volume,0.0
Yam,Borno,1,other_commodity_avg_price,0.023067694
Yam,Borno,1,conflict_score_weighted,0.019358112
Yam,Borno,1,conflict_fatalities,0.011535076
Yam,Borno,1,harvest_season,0.007193482
Yam,Borno,1,subsidy_removed,0.0
Yam,Borno,1,state_encoded,0.0
Yam,Borno,1,commodity_encoded,0.0
Yam,Borno,2,price_lag1,0.04754943
Yam,Borno,2,price_lag2,0.033749696
Yam,Borno,2,price_lag3,0.03571356
Yam,Borno,2,exchange_rate_ngn_usd,0.20425187
Yam,Borno,2,inflation_rate_pct,0.30958465
Yam,Borno,2,pms_price_ngn,0.065680675
Yam,Borno,2,rainfall_mm,0.026648924
Yam,Borno,2,log_import_volume,0.20394334
