commodity,state,date,horizon,actual,predicted,error_pct
Beans (white),Borno,2024-06-01,3,4589.32,1307.7,71.51
Beans (white),Borno,2024-08-01,3,5766.67,1307.7,77.32
Beans (white),Borno,2024-09-01,3,5646.19,1307.7,76.84
Beans (white),Borno,2024-10-01,3,3921.46,1307.7,66.65
Beans (white),Borno,2024-11-01,3,3096.3,1307.7,57.77
Beans (white),Borno,2024-12-01,3,3293.93,1231.03,62.63
Beans (white),Yobe,2023-06-01,1,1155.67,862.33,25.38
Beans (white),Yobe,2023-07-01,1,1400.0,1016.64,27.38
Beans (white),Yobe,2023-08-01,1,1333.07,900.34,32.46
Beans (white),Yobe,2023-09-01,1,1389.96,1022.15,26.46
Beans (white),Yobe,2023-10-01,1,1500.28,968.25,35.46
Beans (white),Yobe,2023-12-01,1,1800.0,1022.15,43.21
Beans (white),Yobe,2024-01-01,1,2109.39,1022.15,51.54
Beans (white),Yobe,2024-02-01,1,2422.21,976.74,59.68
Beans (white),Yobe,2024-03-01,1,2709.43,810.83,70.07
Beans (white),Yobe,2024-04-01,1,2910.9,897.17,69.18
Beans (white),Yobe,2024-05-01,1,3323.97,816.82,75.43
Beans (white),Yobe,2024-06-01,1,4597.85,897.17,80.49
Beans (white),Yobe,2024-07-01,1,4782.19,897.17,81.24
Beans (white),Yobe,2024-08-01,1,4580.97,897.17,80.42
Beans (white),Yobe,2024-09-01,1,4540.98,897.17,80.24
Beans (white),Yobe,2024-10-01,1,4509.58,886.6,80.34
Beans (white),Yobe,2024-11-01,1,4056.44,886.6,78.14
Beans (white),Yobe,2024-12-01,1,2827.42,816.82,71.11
Beans (white),Yobe,2023-07-01,2,1400.0,811.54,42.03
Beans (white),Yobe,2023-08-01,2,1333.07,840.56,36.95
Beans (white),Yobe,2023-09-01,2,1389.96,852.71,38.65
Beans (white),Yobe,2023-10-01,2,1500.28,863.57,42.44
Beans (white),Yobe,2023-12-01,2,1800.0,800.51,55.53
Beans (white),Yobe,2024-01-01,2,2109.39,848.35,59.78
Beans (white),Yobe,2024-02-01,2,2422.21,841.47,65.26
Beans (white),Yobe,2024-03-01,2,2709.43,804.36,70.31
Beans (white),Yobe,2024-04-01,2,2910.9,838.32,71.2
Beans (white),Yobe,2024-05-01,2,3323.97,834.88,74.88
Beans (white),Yobe,2024-06-01,2,4597.85,830.73,81.93
Beans (white),Yobe,2024-07-01,2,4782.19,845.52,82.32
Beans (white),Yobe,2024-08-01,2,4580.97,804.36,82.44
Beans (white),Yobe,2024-09-01,2,4540.98,804.36,82.29
Beans (white),Yobe,2024-10-01,2,4509.58,804.36,82.16
Beans (white),Yobe,2024-11-01,2,4056.44,834.88,79.42
Beans (white),Yobe,2024-12-01,2,2827.42,845.52,70.1
Beans (white),Yobe,2023-08-01,3,1333.07,948.3,28.86
Beans (white),Yobe,2023-09-01,3,1389.96,933.62,32.83
Beans (white),Yobe,2023-10-01,3,1500.28,873.74,41.76
Beans (white),Yobe,2023-12-01,3,1800.0,898.21,50.1
Beans (white),Yobe,2024-01-01,3,2109.39,898.21,57.42
Beans (white),Yobe,2024-02-01,3,2422.21,878.52,63.73
Beans (white),Yobe,2024-03-01,3,2709.43,878.52,67.58
Beans (white),Yobe,2024-04-01,3,2910.9,878.52,69.82
Beans (white),Yobe,2024-05-01,3,3323.97,883.55,73.42
Beans (white),Yobe,2024-06-01,3,4597.85,878.52,80.89
Beans (white),Yobe,2024-07-01,3,4782.19,878.52,81.63
Beans (white),Yobe,2024-08-01,3,4580.97,878.52,80.82
Beans (white),Yobe,2024-09-01,3,4540.98,863.56,80.98
Beans (white),Yobe,2024-10-01,3,4509.58,847.59,81.2
Beans (white),Yobe,2024-11-01,3,4056.44,863.56,78.71
Beans (white),Yobe,2024-12-01,3,2827.42,878.52,68.93
Rice (imported),Adamawa,2023-06-01,1,2050.0,1848.32,9.84
Rice (imported),Adamawa,2023-07-01,1,2210.48,1812.37,18.01
Rice (imported),Adamawa,2023-08-01,1,2585.0,1810.58,29.96
Rice (imported),Adamawa,2023-09-01,1,2636.11,1810.58,31.32
Rice (imported),Adamawa,2023-10-01,1,2699.2,1812.99,32.83
Rice (imported),Adamawa,2023-11-01,1,2688.33,1813.0,32.56
Rice (imported),Adamawa,2023-12-01,1,3237.5,1811.1,44.06
Rice (imported),Adamawa,2024-09-01,1,5000.0,1807.46,63.85
Rice (imported),Adamawa,2024-10-01,1,5500.0,1809.19,67.11
Rice (imported),Adamawa,2024-12-01,1,6261.66,1805.56,71.16
Rice (imported),Adamawa,2023-07-01,2,2210.48,2023.08,8.48
Rice (imported),Adamawa,2023-08-01,2,2585.0,2025.91,21.63
Rice (imported),Adamawa,2023-09-01,2,2636.11,2039.66,22.63
Rice (imported),Adamawa,2023-10-01,2,2699.2,2022.28,25.08
Rice (imported),Adamawa,2023-11-01,2,2688.33,2041.07,24.08
Rice (imported),Adamawa,2023-12-01,2,3237.5,2028.06,37.36
Rice (imported),Adamawa,2024-09-01,2,5000.0,2022.35,59.55
Rice (imported),Adamawa,2024-10-01,2,5500.0,1939.66,64.73
Rice (imported),Adamawa,2024-12-01,2,6261.66,1923.18,69.29
Rice (imported),Adamawa,2023-08-01,3,2585.0,2193.1,15.16
Rice (imported),Adamawa,2023-09-01,3,2636.11,2192.62,16.82
Rice (imported),Adamawa,2023-10-01,3,2699.2,2192.17,18.78
Rice (imported),Adamawa,2023-11-01,3,2688.33,2188.38,18.6
Rice (imported),Adamawa,2023-12-01,3,3237.5,2191.82,32.3
Rice (imported),Adamawa,2024-09-01,3,5000.0,2193.99,56.12
Rice (imported),Adamawa,2024-10-01,3,5500.0,2187.32,60.23
Rice (imported),Adamawa,2024-12-01,3,6261.66,2196.28,64.92
Rice (imported),Borno,2023-06-01,1,2744.97,2342.49,14.66
Rice (imported),Borno,2023-07-01,1,2603.51,2336.46,10.26
Rice (imported),Borno,2023-08-01,1,2930.34,2289.67,21.86
Rice (imported),Borno,2023-09-01,1,2952.94,2286.49,22.57
Rice (imported),Borno,2023-10-01,1,3093.25,2387.6,22.81
Rice (imported),Borno,2023-11-01,1,3031.56,2333.61,23.02
Rice (imported),Borno,2023-12-01,1,3500.0,2331.5,33.39
Rice (imported),Borno,2024-01-01,1,5220.11,2311.51,55.72
Rice (imported),Borno,2024-02-01,1,3993.45,2311.16,42.13
Rice (imported),Borno,2024-03-01,1,4593.81,2311.42,49.68
Rice (imported),Borno,2024-04-01,1,4222.22,2341.23,44.55
Rice (imported),Borno,2024-05-01,1,4501.12,2314.9,48.57
Rice (imported),Borno,2024-06-01,1,5037.21,2336.78,53.61
Rice (imported),Borno,2024-08-01,1,6000.0,2338.16,61.03
Rice (imported),Borno,2024-09-01,1,6173.2,2291.41,62.88
Rice (imported),Borno,2024-10-01,1,5926.15,2298.4,61.22
Rice (imported),Borno,2024-11-01,1,6358.42,2384.46,62.5
Rice (imported),Borno,2024-12-01,1,5861.66,2337.88,60.12
Rice (imported),Borno,2023-07-01,2,2603.51,2998.23,15.16
Rice (imported),Borno,2023-08-01,2,2930.34,3178.82,8.48
Rice (imported),Borno,2023-09-01,2,2952.94,3167.33,7.26
Rice (imported),Borno,2023-10-01,2,3093.25,3174.54,2.63
Rice (imported),Borno,2023-11-01,2,3031.56,3168.02,4.5
Rice (imported),Borno,2023-12-01,2,3500.0,3168.02,9.49
Rice (imported),Borno,2024-01-01,2,5220.11,3178.82,39.1
Rice (imported),Borno,2024-02-01,2,3993.45,3178.82,20.4
Rice (imported),Borno,2024-03-01,2,4593.81,3179.79,30.78
Rice (imported),Borno,2024-04-01,2,4222.22,3179.79,24.69
Rice (imported),Borno,2024-05-01,2,4501.12,2996.22,33.43
Rice (imported),Borno,2024-06-01,2,5037.21,3009.37,40.26
Rice (imported),Borno,2024-08-01,2,6000.0,3003.82,49.94
Rice (imported),Borno,2024-09-01,2,6173.2,2997.58,51.44
Rice (imported),Borno,2024-10-01,2,5926.15,3004.4,49.3
Rice (imported),Borno,2024-11-01,2,6358.42,3008.2,52.69
Rice (imported),Borno,2024-12-01,2,5861.66,3168.02,45.95
Rice (imported),Borno,2023-08-01,3,2930.34,2971.09,1.39
Rice (imported),Borno,2023-09-01,3,2952.94,2921.72,1.06
Rice (imported),Borno,2023-10-01,3,3093.25,2884.35,6.75
Rice (imported),Borno,2023-11-01,3,3031.56,2884.35,4.86
Rice (imported),Borno,2023-12-01,3,3500.0,2921.72,16.52
Rice (imported),Borno,2024-01-01,3,5220.11,2921.72,44.03
Rice (imported),Borno,2024-02-01,3,3993.45,2921.72,26.84
Rice (imported),Borno,2024-03-01,3,4593.81,2921.72,36.4
Rice (imported),Borno,2024-04-01,3,4222.22,2971.09,29.63
Rice (imported),Borno,2024-05-01,3,4501.12,2921.72,35.09
Rice (imported),Borno,2024-06-01,3,5037.21,2971.09,41.02
Rice (imported),Borno,2024-08-01,3,6000.0,2971.09,50.48
Rice (imported),Borno,2024-09-01,3,6173.2,2933.09,52.49
Rice (imported),Borno,2024-10-01,3,5926.15,2933.09,50.51
Rice (imported),Borno,2024-11-01,3,6358.42,2933.09,53.87
Rice (imported),Borno,2024-12-01,3,5861.66,2971.09,49.31
Rice (imported),Yobe,2023-06-01,1,2441.0,1573.19,35.55
Rice (imported),Yobe,2023-07-01,1,2350.0,1604.18,31.74
Rice (imported),Yobe,2023-08-01,1,2457.69,1608.9,34.54
Rice (imported),Yobe,2023-09-01,1,2654.04,1602.16,39.63
Rice (imported),Yobe,2023-10-01,1,2955.5,1593.64,46.08
Rice (imported),Yobe,2023-12-01,1,3444.33,1612.17,53.19
Rice (imported),Yobe,2024-01-01,1,3747.84,1612.17,56.98
Rice (imported),Yobe,2024-02-01,1,4237.72,1613.19,61.93
Rice (imported),Yobe,2024-03-01,1,4685.63,1609.5,65.65
Rice (imported),Yobe,2024-04-01,1,4680.48,1612.17,65.56
Rice (imported),Yobe,2024-05-01,1,4362.1,1592.22,63.5
Rice (imported),Yobe,2024-06-01,1,4559.05,1602.16,64.86
Rice (imported),Yobe,2024-07-01,1,5253.49,1589.63,69.74
Rice (imported),Yobe,2024-08-01,1,5306.67,1602.18,69.81
Rice (imported),Yobe,2024-09-01,1,5561.14,1600.46,71.22
Rice (imported),Yobe,2024-10-01,1,5829.9,1612.96,72.33
Rice (imported),Yobe,2024-11-01,1,5736.3,1612.17,71.9
Rice (imported),Yobe,2024-12-01,1,5569.03,1612.17,71.05
Rice (imported),Yobe,2023-07-01,2,2350.0,1857.38,20.96
Rice (imported),Yobe,2023-08-01,2,2457.69,1858.76,24.37
Rice (imported),Yobe,2023-09-01,2,2654.04,1871.32,29.49
Rice (imported),Yobe,2023-10-01,2,2955.5,1854.18,37.26
Rice (imported),Yobe,2023-12-01,2,3444.33,1855.08,46.14
Rice (imported),Yobe,2024-01-01,2,3747.84,1858.05,50.42
Rice (imported),Yobe,2024-02-01,2,4237.72,1851.6,56.31
Rice (imported),Yobe,2024-03-01,2,4685.63,1851.57,60.48
Rice (imported),Yobe,2024-04-01,2,4680.48,1864.79,60.16
Rice (imported),Yobe,2024-05-01,2,4362.1,1869.79,57.14
Rice (imported),Yobe,2024-06-01,2,4559.05,1855.67,59.3
Rice (imported),Yobe,2024-07-01,2,5253.49,1858.2,64.63
Rice (imported),Yobe,2024-08-01,2,5306.67,1845.98,65.21
Rice (imported),Yobe,2024-09-01,2,5561.14,1745.84,68.61
Rice (imported),Yobe,2024-10-01,2,5829.9,1852.96,68.22
Rice (imported),Yobe,2024-11-01,2,5736.3,1876.42,67.29
Rice (imported),Yobe,2024-12-01,2,5569.03,1858.05,66.64
Rice (imported),Yobe,2023-08-01,3,2457.69,2018.42,17.87
Rice (imported),Yobe,2023-09-01,3,2654.04,2081.93,21.56
Rice (imported),Yobe,2023-10-01,3,2955.5,1985.38,32.82
Rice (imported),Yobe,2023-12-01,3,3444.33,2080.73,39.59
Rice (imported),Yobe,2024-01-01,3,3747.84,2076.62,44.59
Rice (imported),Yobe,2024-02-01,3,4237.72,2098.85,50.47
Rice (imported),Yobe,2024-03-01,3,4685.63,2099.7,55.19
Rice (imported),Yobe,2024-04-01,3,4680.48,2078.05,55.6
Rice (imported),Yobe,2024-05-01,3,4362.1,2095.28,51.97
Rice (imported),Yobe,2024-06-01,3,4559.05,2091.52,54.12
Rice (imported),Yobe,2024-07-01,3,5253.49,2078.93,60.43
Rice (imported),Yobe,2024-08-01,3,5306.67,2080.9,60.79
Rice (imported),Yobe,2024-09-01,3,5561.14,1985.99,64.29
Rice (imported),Yobe,2024-10-01,3,5829.9,2033.02,65.13
Rice (imported),Yobe,2024-11-01,3,5736.3,2055.6,64.17
Rice (imported),Yobe,2024-12-01,3,5569.03,2093.66,62.41
Rice (local),Adamawa,2023-06-01,1,1750.0,1439.7,17.73
Rice (local),Adamawa,2023-07-01,1,1829.03,1560.41,14.69
Rice (local),Adamawa,2023-08-01,1,2226.88,1750.74,21.38
Rice (local),Adamawa,2023-09-01,1,2228.7,1758.45,21.1
Rice (local),Adamawa,2023-10-01,1,1732.26,1753.15,1.21
Rice (local),Adamawa,2023-12-01,1,1993.51,1721.04,13.67
Rice (local),Adamawa,2024-09-01,1,4250.0,1740.79,59.04
Rice (local),Adamawa,2024-10-01,1,4000.0,1737.72,56.56
Rice (local),Adamawa,2024-11-01,1,3477.78,1713.3,50.74
Rice (local),Adamawa,2024-12-01,1,3831.66,1708.58,55.41
Rice (local),Adamawa,2023-07-01,2,1829.03,1422.85,22.21
Rice (local),Adamawa,2023-08-01,2,2226.88,1789.45,19.64
Rice (local),Adamawa,2023-09-01,2,2228.7,1803.33,19.09
Rice (local),Adamawa,2023-10-01,2,1732.26,1809.48,4.46
Rice (local),Adamawa,2023-12-01,2,1993.51,1816.45,8.88
Rice (local),Adamawa,2024-09-01,2,4250.0,1813.37,57.33
Rice (local),Adamawa,2024-10-01,2,4000.0,1812.45,54.69
Rice (local),Adamawa,2024-11-01,2,3477.78,1817.74,47.73
Rice (local),Adamawa,2024-12-01,2,3831.66,1812.64,52.69
Rice (local),Adamawa,2023-08-01,3,2226.88,1813.3,18.57
Rice (local),Adamawa,2023-09-01,3,2228.7,2053.08,7.88
Rice (local),Adamawa,2023-10-01,3,1732.26,2246.59,29.69
Rice (local),Adamawa,2023-12-01,3,1993.51,2252.74,13.0
Rice (local),Adamawa,2024-09-01,3,4250.0,2246.73,47.14
Rice (local),Adamawa,2024-10-01,3,4000.0,2254.25,43.64
Rice (local),Adamawa,2024-11-01,3,3477.78,2251.62,35.26
Rice (local),Adamawa,2024-12-01,3,3831.66,2248.39,41.32
Rice (local),Borno,2023-06-01,1,1927.33,1156.83,39.98
Rice (local),Borno,2023-07-01,1,1921.98,1128.34,41.29
Rice (local),Borno,2023-08-01,1,2114.11,1160.11,45.13
Rice (local),Borno,2023-09-01,1,2404.43,1127.97,53.09
Rice (local),Borno,2023-10-01,1,2293.82,1160.06,49.43
Rice (local),Borno,2023-11-01,1,2161.44,1161.64,46.26
Rice (local),Borno,2024-01-01,1,3366.18,1127.68,66.5
Rice (local),Borno,2024-02-01,1,3042.08,1125.11,63.02
Rice (local),Borno,2024-03-01,1,3326.04,1128.44,66.07
Rice (local),Borno,2024-04-01,1,3066.67,1145.8,62.64
Rice (local),Borno,2024-05-01,1,3594.34,1124.89,68.7
Rice (local),Borno,2024-06-01,1,3691.98,1143.86,69.02
Rice (local),Borno,2024-08-01,1,4625.0,1151.41,75.1
Rice (local),Borno,2024-09-01,1,4804.68,1123.39,76.62
Rice (local),Borno,2024-10-01,1,4671.8,1123.16,75.96
Rice (local),Borno,2024-11-01,1,4461.59,1162.64,73.94
Rice (local),Borno,2024-12-01,1,4288.84,1125.34,73.76
Rice (local),Borno,2023-07-01,2,1921.98,1531.95,20.29
Rice (local),Borno,2023-08-01,2,2114.11,1514.32,28.37
Rice (local),Borno,2023-09-01,2,2404.43,1513.36,37.06
Rice (local),Borno,2023-10-01,2,2293.82,1500.04,34.6
Rice (local),Borno,2023-11-01,2,2161.44,1520.6,29.65
Rice (local),Borno,2024-01-01,2,3366.18,1504.25,55.31
Rice (local),Borno,2024-02-01,2,3042.08,1506.36,50.48
Rice (local),Borno,2024-03-01,2,3326.04,1554.52,53.26
Rice (local),Borno,2024-04-01,2,3066.67,1513.69,50.64
Rice (local),Borno,2024-05-01,2,3594.34,1544.37,57.03
Rice (local),Borno,2024-06-01,2,3691.98,1530.45,58.55
Rice (local),Borno,2024-08-01,2,4625.0,1542.37,66.65
Rice (local),Borno,2024-09-01,2,4804.68,1540.98,67.93
Rice (local),Borno,2024-10-01,2,4671.8,1522.89,67.4
Rice (local),Borno,2024-11-01,2,4461.59,1516.76,66.0
Rice (local),Borno,2024-12-01,2,4288.84,1501.96,64.98
Rice (local),Borno,2023-08-01,3,2114.11,1753.17,17.07
Rice (local),Borno,2023-09-01,3,2404.43,1762.64,26.69
Rice (local),Borno,2023-10-01,3,2293.82,1731.68,24.51
Rice (local),Borno,2023-11-01,3,2161.44,1751.0,18.99
Rice (local),Borno,2024-01-01,3,3366.18,1760.32,47.71
Rice (local),Borno,2024-02-01,3,3042.08,1720.54,43.44
Rice (local),Borno,2024-03-01,3,3326.04,1723.25,48.19
Rice (local),Borno,2024-04-01,3,3066.67,1843.49,39.89
Rice (local),Borno,2024-05-01,3,3594.34,1780.46,50.46
Rice (local),Borno,2024-06-01,3,3691.98,1771.81,52.01
Rice (local),Borno,2024-08-01,3,4625.0,1771.61,61.69
Rice (local),Borno,2024-09-01,3,4804.68,1765.1,63.26
Rice (local),Borno,2024-10-01,3,4671.8,1765.58,62.21
Rice (local),Borno,2024-11-01,3,4461.59,1768.81,60.35
Rice (local),Borno,2024-12-01,3,4288.84,1828.2,57.37
Rice (local),Yobe,2023-06-01,1,1839.25,1202.04,34.64
Rice (local),Yobe,2023-07-01,1,1962.5,1192.18,39.25
Rice (local),Yobe,2023-08-01,1,2032.78,1163.41,42.77
Rice (local),Yobe,2023-09-01,1,2051.47,1186.8,42.15
Rice (local),Yobe,2023-10-01,1,1986.54,1183.02,40.45
Rice (local),Yobe,2023-12-01,1,2416.5,1191.6,50.69
Rice (local),Yobe,2024-01-01,1,2388.41,1195.33,49.95
Rice (local),Yobe,2024-02-01,1,2951.33,1191.6,59.62
Rice (local),Yobe,2024-03-01,1,3220.94,1198.22,62.8
Rice (local),Yobe,2024-04-01,1,3388.2,1201.28,64.55
Rice (local),Yobe,2024-05-01,1,3341.53,1180.4,64.67
Rice (local),Yobe,2024-06-01,1,3528.38,1190.74,66.25
Rice (local),Yobe,2024-07-01,1,3887.71,1177.28,69.72
Rice (local),Yobe,2024-08-01,1,4260.22,1155.68,72.87
Rice (local),Yobe,2024-09-01,1,4231.08,1183.68,72.02
Rice (local),Yobe,2024-10-01,1,3676.85,1196.99,67.45
Rice (local),Yobe,2024-11-01,1,3547.74,1191.6,66.41
Rice (local),Yobe,2024-12-01,1,3806.63,1200.05,68.47
Rice (local),Yobe,2023-07-01,2,1962.5,1415.13,27.89
Rice (local),Yobe,2023-08-01,2,2032.78,1430.58,29.62
Rice (local),Yobe,2023-09-01,2,2051.47,1359.44,33.73
Rice (local),Yobe,2023-10-01,2,1986.54,1420.64,28.49
Rice (local),Yobe,2023-12-01,2,2416.5,1423.92,41.08
Rice (local),Yobe,2024-01-01,2,2388.41,1424.56,40.36
Rice (local),Yobe,2024-02-01,2,2951.33,1435.07,51.38
Rice (local),Yobe,2024-03-01,2,3220.94,1425.46,55.74
Rice (local),Yobe,2024-04-01,2,3388.2,1415.79,58.21
Rice (local),Yobe,2024-05-01,2,3341.53,1416.52,57.61
Rice (local),Yobe,2024-06-01,2,3528.38,1431.96,59.42
Rice (local),Yobe,2024-07-01,2,3887.71,1429.83,63.22
Rice (local),Yobe,2024-08-01,2,4260.22,1399.74,67.14
Rice (local),Yobe,2024-09-01,2,4231.08,1347.29,68.16
Rice (local),Yobe,2024-10-01,2,3676.85,1420.65,61.36
Rice (local),Yobe,2024-11-01,2,3547.74,1416.83,60.06
Rice (local),Yobe,2024-12-01,2,3806.63,1425.51,62.55
Rice (local),Yobe,2023-08-01,3,2032.78,1380.5,32.09
Rice (local),Yobe,2023-09-01,3,2051.47,1434.18,30.09
Rice (local),Yobe,2023-10-01,3,1986.54,1405.37,29.26
Rice (local),Yobe,2023-12-01,3,2416.5,1430.78,40.79
Rice (local),Yobe,2024-01-01,3,2388.41,1419.25,40.58
Rice (local),Yobe,2024-02-01,3,2951.33,1439.25,51.23
Rice (local),Yobe,2024-03-01,3,3220.94,1441.6,55.24
Rice (local),Yobe,2024-04-01,3,3388.2,1440.55,57.48
Rice (local),Yobe,2024-05-01,3,3341.53,1441.4,56.86
Rice (local),Yobe,2024-06-01,3,3528.38,1434.32,59.35
Rice (local),Yobe,2024-07-01,3,3887.71,1445.75,62.81
Rice (local),Yobe,2024-08-01,3,4260.22,1431.27,66.4
Rice (local),Yobe,2024-09-01,3,4231.08,1412.45,66.62
Rice (local),Yobe,2024-10-01,3,3676.85,1404.78,61.79
Rice (local),Yobe,2024-11-01,3,3547.74,1430.64,59.67
Rice (local),Yobe,2024-12-01,3,3806.63,1439.69,62.18
Tomatoes,Borno,2023-06-01,1,134.37,87.7,34.74
Tomatoes,Borno,2023-07-01,1,160.47,79.62,50.38
Tomatoes,Borno,2023-08-01,1,173.89,78.45,54.89
Tomatoes,Borno,2023-09-01,1,125.62,82.62,34.23
Tomatoes,Borno,2023-10-01,1,142.11,76.57,46.12
Tomatoes,Borno,2023-11-01,1,152.17,82.14,46.02
Tomatoes,Borno,2023-12-01,1,200.0,82.01,58.99
Tomatoes,Borno,2024-01-01,1,185.42,79.2,57.28
Tomatoes,Borno,2024-02-01,1,166.16,77.82,53.17
Tomatoes,Borno,2024-03-01,1,198.85,76.96,61.3
Tomatoes,Borno,2024-05-01,1,157.82,76.0,51.84
Tomatoes,Borno,2024-06-01,1,543.41,81.68,84.97
Tomatoes,Borno,2024-08-01,1,200.0,81.77,59.12
Tomatoes,Borno,2024-09-01,1,265.81,81.09,69.49
Tomatoes,Borno,2024-10-01,1,223.13,75.21,66.29
Tomatoes,Borno,2024-11-01,1,213.24,78.92,62.99
Tomatoes,Borno,2024-12-01,1,313.12,78.53,74.92
Tomatoes,Borno,2023-07-01,2,160.47,80.82,49.63
Tomatoes,Borno,2023-08-01,2,173.89,80.82,53.52
Tomatoes,Borno,2023-09-01,2,125.62,80.53,35.89
Tomatoes,Borno,2023-10-01,2,142.11,80.53,43.33
Tomatoes,Borno,2023-11-01,2,152.17,80.53,47.08
Tomatoes,Borno,2023-12-01,2,200.0,80.07,59.97
Tomatoes,Borno,2024-01-01,2,185.42,80.07,56.82
Tomatoes,Borno,2024-02-01,2,166.16,80.07,51.81
Tomatoes,Borno,2024-03-01,2,198.85,80.07,59.73
Tomatoes,Borno,2024-05-01,2,157.82,80.07,49.27
Tomatoes,Borno,2024-06-01,2,543.41,80.07,85.27
Tomatoes,Borno,2024-08-01,2,200.0,80.53,59.73
Tomatoes,Borno,2024-09-01,2,265.81,80.53,69.7
Tomatoes,Borno,2024-10-01,2,223.13,80.53,63.91
Tomatoes,Borno,2024-11-01,2,213.24,80.53,62.23
Tomatoes,Borno,2024-12-01,2,313.12,80.07,74.43
Tomatoes,Borno,2023-08-01,3,173.89,83.2,52.15
Tomatoes,Borno,2023-09-01,3,125.62,79.17,36.98
Tomatoes,Borno,2023-10-01,3,142.11,81.56,42.61
Tomatoes,Borno,2023-11-01,3,152.17,81.91,46.17
Tomatoes,Borno,2023-12-01,3,200.0,81.81,59.1
Tomatoes,Borno,2024-01-01,3,185.42,81.6,55.99
Tomatoes,Borno,2024-02-01,3,166.16,75.94,54.29
Tomatoes,Borno,2024-03-01,3,198.85,82.44,58.54
Tomatoes,Borno,2024-05-01,3,157.82,79.82,49.42
Tomatoes,Borno,2024-06-01,3,543.41,79.82,85.31
Tomatoes,Borno,2024-08-01,3,200.0,79.62,60.19
Tomatoes,Borno,2024-09-01,3,265.81,80.26,69.81
Tomatoes,Borno,2024-10-01,3,223.13,79.93,64.18
Tomatoes,Borno,2024-11-01,3,213.24,79.93,62.52
Tomatoes,Borno,2024-12-01,3,313.12,80.26,74.37
Tomatoes,Yobe,2023-06-01,1,121.14,73.11,39.65
Tomatoes,Yobe,2023-07-01,1,125.0,68.07,45.54
Tomatoes,Yobe,2023-08-01,1,129.01,68.07,47.24
Tomatoes,Yobe,2023-09-01,1,118.52,67.31,43.2
Tomatoes,Yobe,2023-10-01,1,150.25,67.54,55.05
Tomatoes,Yobe,2023-12-01,1,133.33,66.53,50.1
Tomatoes,Yobe,2024-01-01,1,153.38,66.53,56.62
Tomatoes,Yobe,2024-02-01,1,146.1,67.05,54.11
Tomatoes,Yobe,2024-03-01,1,192.75,67.57,64.94
Tomatoes,Yobe,2024-04-01,1,194.81,67.57,65.31
Tomatoes,Yobe,2024-05-01,1,257.28,68.07,73.54
